Handle,Max Rating_x,Result,Solved Problems,Problem Count
soyorin,1419.0,Yes,"{(887, 'C'), (1338, 'A'), (1515, 'D'), (1873, 'G'), (166, 'E'), (1178, 'D'), (1872, 'E'), (724, 'B'), (1114, 'B'), (1873, 'F'), (1870, 'C'), (847, 'A'), (1296, 'C'), (858, 'C'), (809, 'A')}",15
kanchuang,1490.0,Yes,"{(1767, 'D'), (1748, 'B'), (1766, 'C'), (1759, 'D'), (1867, 'C'), (1772, 'D'), (1869, 'C'), (1758, 'C'), (1760, 'F'), (1765, 'K')}",10
oltree,1418.0,Yes,"{(550, 'A'), (1774, 'B'), (1215, 'B'), (75, 'B'), (189, 'A'), (1228, 'B'), (493, 'B'), (1879, 'C'), (1272, 'D'), (356, 'A'), (451, 'B'), (1419, 'C'), (977, 'D'), (1844, 'D'), (893, 'C'), (1749, 'C'), (1201, 'C'), (508, 'B'), (479, 'C'), (545, 'C'), (1790, 'E'), (455, 'A'), (1850, 'G'), (1767, 'D'), (1065, 'B'), (1201, 'B'), (1573, 'B'), (279, 'B'), (1850, 'F'), (1698, 'C'), (580, 'C'), (1119, 'C'), (448, 'B'), (221, 'C'), (1771, 'B'), (1830, 'A'), (679, 'A'), (4, 'C'), (977, 'E'), (1360, 'E'), (1766, 'C'), (1260, 'B'), (1335, 'D'), (1360, 'D'), (580, 'B'), (230, 'B'), (1418, 'C'), (459, 'B'), (289, 'B'), (58, 'B'), (1860, 'C'), (507, 'B'), (727, 'C'), (489, 'C'), (25, 'A'), (707, 'B'), (409, 'H'), (1863, 'D'), (1195, 'C'), (1676, 'H1'), (509, 'B'), (520, 'B'), (478, 'B'), (1774, 'C'), (1829, 'F'), (1844, 'C'), (698, 'A'), (1851, 'D'), (550, 'C')}",69
.Amer.,1558.0,Yes,"{(1169, 'B'), (166, 'E'), (1862, 'D'), (1380, 'B'), (1604, 'C'), (1591, 'C'), (1670, 'C'), (1611, 'D'), (1594, 'E1'), (1419, 'C'), (651, 'C'), (1669, 'H'), (1133, 'D'), (1408, 'B'), (1360, 'D'), (545, 'C'), (1183, 'C'), (1516, 'B'), (1624, 'D'), (525, 'B'), (1420, 'C1'), (1487, 'C'), (1397, 'B'), (1476, 'B'), (1542, 'B'), (1850, 'F'), (1370, 'C'), (1436, 'C'), (1005, 'D'), (1141, 'C'), (296, 'C'), (1447, 'C'), (1216, 'D'), (496, 'C'), (1837, 'D'), (456, 'C'), (1547, 'E'), (1766, 'C'), (1382, 'C1'), (1077, 'C'), (1800, 'E1'), (1108, 'D'), (1515, 'C'), (1493, 'B'), (1660, 'C'), (1649, 'C'), (1427, 'B'), (1348, 'B'), (978, 'D'), (1825, 'C'), (1081, 'C'), (1519, 'C'), (1811, 'E'), (1609, 'C'), (1475, 'C'), (25, 'A'), (1759, 'D'), (1551, 'B2'), (1627, 'B'), (1466, 'C'), (1352, 'D'), (1365, 'B'), (476, 'B'), (1829, 'F'), (1618, 'D'), (988, 'C'), (1607, 'D'), (1371, 'C'), (275, 'C'), (35, 'C'), (1538, 'F'), (1375, 'C'), (1774, 'B'), (1679, 'C'), (1373, 'C'), (1800, 'E2'), (1462, 'E1'), (1562, 'C'), (1549, 'C'), (1243, 'C'), (1393, 'B'), (1005, 'C'), (1287, 'B'), (688, 'C'), (699, 'C'), (1790, 'E'), (131, 'C'), (1320, 'A'), (252, 'C'), (1245, 'C'), (1696, 'C'), (1661, 'B'), (1084, 'C'), (1445, 'C'), (1754, 'C2'), (1733, 'D1'), (1405, 'C'), (1471, 'C'), (1154, 'C'), (1209, 'C'), (1490, 'E'), (1553, 'B'), (1650, 'D'), (1740, 'D'), (1690, 'E'), (298, 'A'), (1399, 'D'), (977, 'E'), (1106, 'D'), (602, 'B'), (1513, 'B'), (1106, 'B'), (1360, 'E'), (1341, 'C'), (1634, 'B'), (1195, 'D1'), (1418, 'C'), (1855, 'C1'), (1845, 'C'), (1000, 'B'), (1101, 'C'), (1066, 'B'), (1684, 'C'), (1673, 'C'), (839, 'C'), (1372, 'B'), (1367, 'C'), (1105, 'C'), (1506, 'D'), (1157, 'C1'), (1453, 'B'), (445, 'B'), (1772, 'D'), (1380, 'C'), (1369, 'C'), (1279, 'B'), (1569, 'C'), (1692, 'G'), (88, 'C'), (1520, 'E'), (1203, 'E'), (1692, 'F'), (1338, 'A'), (1215, 'B'), (277, 'A'), (909, 'B'), (978, 'E'), (1272, 'D'), (177, 'C1'), (451, 'B'), (1285, 'B'), (1760, 'F'), (847, 'A'), (151, 'C'), (1401, 'C'), (1095, 'C'), (1759, 'E'), (1352, 'E'), (455, 'A'), (1494, 'B'), (1101, 'E'), (670, 'D1'), (1559, 'D1'), (1857, 'D'), (1676, 'H2'), (1443, 'B'), (1203, 'C'), (1102, 'B'), (1722, 'G'), (1654, 'C'), (1498, 'B'), (580, 'C'), (1108, 'C'), (1535, 'C'), (1614, 'C'), (1183, 'D'), (1735, 'C'), (1675, 'E'), (1553, 'D'), (1846, 'E1'), (1575, 'J'), (1141, 'D'), (1638, 'C'), (1627, 'C'), (1526, 'B'), (1209, 'B'), (1616, 'C'), (230, 'B'), (1352, 'F'), (1365, 'C'), (1330, 'B'), (1325, 'C'), (546, 'C'), (762, 'A'), (1484, 'B'), (1629, 'C'), (1167, 'B'), (1676, 'H1'), (1649, 'B'), (670, 'D2'), (520, 'B'), (1422, 'B'), (1409, 'D'), (1385, 'D'), (1644, 'C'), (1374, 'D'), (1490, 'F'), (1744, 'E1'), (1851, 'D'), (1538, 'C'), (1659, 'C'), (519, 'C'), (1408, 'C'), (1466, 'D'), (1249, 'C1'), (1426, 'D'), (1703, 'F'), (1551, 'C'), (1606, 'C'), (1547, 'D'), (1526, 'C1'), (4, 'C'), (103, 'B'), (486, 'B'), (1555, 'C'), (1326, 'D1'), (402, 'C'), (1003, 'B'), (1506, 'E'), (1463, 'B'), (1560, 'D'), (1676, 'G'), (1573, 'B'), (1740, 'C'), (1256, 'B'), (1676, 'F'), (1425, 'F'), (1372, 'C'), (1066, 'C'), (670, 'C'), (1517, 'C'), (978, 'F'), (1176, 'C'), (1419, 'D2'), (1213, 'D1'), (771, 'A'), (1013, 'C'), (1847, 'C'), (505, 'B'), (1154, 'D'), (727, 'C'), (1651, 'C'), (489, 'C'), (1706, 'C'), (577, 'C'), (1400, 'C'), (1754, 'C1'), (1249, 'C2'), (304, 'C'), (1732, 'D1'), (1857, 'E'), (515, 'C'), (1341, 'B'), (1418, 'B'), (1574, 'C'), (1101, 'B'), (1486, 'B'), (1407, 'B'), (1292, 'A'), (1774, 'C'), (1391, 'C'), (1468, 'C'), (1534, 'C'), (1285, 'C')}",274
Escape,1461.0,Yes,"{(414, 'B'), (166, 'E'), (1862, 'D'), (1591, 'C'), (1594, 'E1'), (1826, 'C'), (1870, 'C'), (550, 'B'), (545, 'C'), (1778, 'B'), (492, 'C'), (1850, 'F'), (1698, 'C'), (1764, 'C'), (1005, 'D'), (124, 'C'), (1768, 'C'), (1837, 'D'), (456, 'C'), (1766, 'C'), (1821, 'C'), (1800, 'E1'), (340, 'D'), (1605, 'C'), (1108, 'D'), (1660, 'C'), (1726, 'C'), (192, 'C'), (1825, 'C'), (150, 'A'), (1728, 'C'), (1759, 'D'), (476, 'B'), (1838, 'C'), (236, 'B'), (1829, 'F'), (1618, 'D'), (1607, 'D'), (1809, 'C'), (1773, 'E'), (35, 'C'), (429, 'A'), (189, 'A'), (1879, 'C'), (1800, 'E2'), (1791, 'F'), (1749, 'C'), (1839, 'C'), (699, 'C'), (1443, 'C'), (1790, 'E'), (131, 'C'), (1767, 'D'), (1833, 'D'), (1762, 'C'), (1139, 'C'), (1742, 'F'), (1733, 'D1'), (1271, 'C'), (1788, 'C'), (1807, 'E'), (1776, 'H'), (1236, 'B'), (977, 'E'), (1579, 'C'), (1869, 'C'), (1845, 'C'), (1753, 'A1'), (1794, 'C'), (1863, 'D'), (1873, 'G'), (445, 'B'), (1831, 'C'), (1772, 'D'), (1107, 'C'), (277, 'A'), (1840, 'D'), (1760, 'F'), (455, 'A'), (1866, 'B'), (1559, 'D1'), (1857, 'D'), (1676, 'H2'), (96, 'B'), (534, 'B'), (1735, 'C'), (1819, 'A'), (798, 'B'), (1867, 'C'), (1682, 'C'), (401, 'C'), (1697, 'C'), (762, 'A'), (1750, 'C'), (520, 'B'), (755, 'C'), (1873, 'F'), (108, 'C'), (1155, 'C'), (1738, 'C'), (103, 'B'), (486, 'B'), (1815, 'A'), (107, 'A'), (1740, 'C'), (1810, 'C'), (1771, 'B'), (1213, 'D1'), (1786, 'B'), (1775, 'B'), (690, 'C2'), (1174, 'C'), (1746, 'C'), (265, 'D'), (1823, 'C'), (676, 'C'), (1579, 'D'), (515, 'C'), (1748, 'B'), (1872, 'E'), (1858, 'B'), (478, 'B'), (1864, 'C'), (1774, 'C'), (1789, 'C')}",125
Vegetog,1449.0,Yes,"{(189, 'A'), (1862, 'D'), (1840, 'D'), (1842, 'C'), (1879, 'C'), (1800, 'E2'), (1826, 'C'), (1870, 'C'), (1844, 'D'), (1839, 'C'), (1759, 'E'), (1778, 'B'), (1850, 'G'), (1833, 'D'), (1245, 'C'), (1857, 'D'), (1157, 'B'), (1851, 'E'), (1850, 'F'), (1817, 'A'), (1830, 'A'), (1837, 'D'), (44, 'E'), (1800, 'E1'), (1846, 'E1'), (1847, 'C'), (1823, 'C'), (1845, 'C'), (1860, 'C'), (1857, 'E'), (1195, 'C'), (1873, 'G'), (1759, 'D'), (1872, 'E'), (1858, 'B'), (520, 'B'), (1838, 'C'), (1157, 'C1'), (1864, 'C'), (1829, 'F'), (1854, 'A1'), (1844, 'C'), (1851, 'D')}",43
Vengeance7,1540.0,Yes,"{(1604, 'C'), (1594, 'E1'), (1670, 'C'), (1611, 'D'), (1659, 'B'), (1419, 'C'), (574, 'B'), (1669, 'H'), (1558, 'A'), (1360, 'D'), (1628, 'A'), (1624, 'D'), (1804, 'C'), (1420, 'C1'), (1487, 'C'), (1542, 'B'), (1698, 'C'), (1647, 'C'), (1547, 'E'), (1766, 'C'), (1335, 'D'), (459, 'B'), (1605, 'C'), (1660, 'C'), (1649, 'C'), (203, 'C'), (1475, 'C'), (1548, 'A'), (1519, 'C'), (1811, 'E'), (1609, 'C'), (1363, 'B'), (25, 'A'), (1627, 'B'), (1551, 'B2'), (476, 'B'), (1365, 'B'), (1607, 'D'), (1618, 'D'), (1371, 'C'), (1294, 'C'), (1809, 'C'), (1492, 'C'), (1679, 'C'), (189, 'A'), (1362, 'C'), (1675, 'D'), (1373, 'C'), (1800, 'E2'), (1600, 'J'), (1562, 'C'), (1393, 'B'), (1705, 'C'), (1311, 'C'), (1767, 'D'), (1762, 'C'), (1661, 'B'), (1555, 'B'), (1621, 'B'), (1553, 'B'), (1650, 'D'), (1690, 'E'), (1399, 'D'), (1368, 'B'), (1360, 'E'), (1579, 'C'), (1634, 'B'), (1684, 'C'), (1673, 'C'), (1367, 'C'), (282, 'C'), (1506, 'D'), (1453, 'B'), (1631, 'C'), (1772, 'D'), (1569, 'C'), (1701, 'C'), (1520, 'E'), (451, 'B'), (455, 'A'), (1615, 'B'), (1559, 'D1'), (1676, 'H2'), (1443, 'B'), (1498, 'B'), (1654, 'C'), (675, 'B'), (1535, 'C'), (1614, 'C'), (1553, 'D'), (1612, 'C'), (1711, 'B'), (1575, 'J'), (230, 'B'), (1638, 'C'), (1616, 'C'), (1682, 'C'), (1627, 'C'), (1365, 'C'), (1526, 'B'), (1814, 'C'), (1328, 'B'), (1409, 'D'), (1649, 'B'), (1374, 'D'), (282, 'B'), (1644, 'C'), (1659, 'C'), (1646, 'C'), (1556, 'B'), (1426, 'D'), (1703, 'F'), (1526, 'C1'), (1547, 'D'), (1551, 'C'), (1606, 'C'), (1617, 'C'), (4, 'C'), (1555, 'C'), (1452, 'B'), (1560, 'D'), (1463, 'B'), (1573, 'B'), (1517, 'C'), (1771, 'B'), (1350, 'B'), (1585, 'C'), (1561, 'C'), (1651, 'C'), (1706, 'C'), (1400, 'C'), (1389, 'C'), (1579, 'D'), (1748, 'B'), (1858, 'B'), (1574, 'C'), (1552, 'B'), (478, 'B'), (1602, 'C'), (1668, 'C'), (1545, 'A')}",141
cupcake123,1514.0,Yes,"{(1842, 'C'), (1862, 'D'), (1670, 'C'), (1826, 'C'), (1870, 'C'), (1778, 'B'), (1804, 'C'), (1476, 'B'), (1851, 'E'), (1850, 'F'), (1764, 'C'), (1837, 'D'), (1821, 'C'), (1800, 'E1'), (1860, 'C'), (1825, 'C'), (25, 'A'), (1811, 'E'), (1759, 'D'), (1838, 'C'), (1521, 'B'), (1829, 'F'), (1809, 'C'), (1773, 'E'), (1774, 'B'), (1879, 'C'), (1800, 'E2'), (1791, 'F'), (1839, 'C'), (1790, 'E'), (1767, 'D'), (1833, 'D'), (1762, 'C'), (1788, 'C'), (1807, 'E'), (1869, 'C'), (1855, 'C1'), (1845, 'C'), (1753, 'A1'), (1794, 'C'), (1863, 'D'), (1873, 'G'), (1792, 'C'), (1772, 'D'), (1840, 'D'), (1758, 'C'), (1844, 'D'), (1759, 'E'), (1866, 'B'), (670, 'D1'), (1857, 'D'), (1735, 'C'), (1830, 'A'), (1819, 'A'), (1867, 'C'), (1846, 'E1'), (1526, 'B'), (1814, 'C'), (760, 'B'), (1750, 'C'), (670, 'D2'), (1816, 'C'), (1873, 'F'), (1844, 'C'), (1820, 'C'), (1851, 'D'), (1850, 'G'), (1795, 'C'), (1817, 'A'), (1810, 'C'), (1786, 'B'), (1847, 'C'), (1823, 'C'), (1753, 'A2'), (1761, 'C'), (1857, 'E'), (1776, 'L'), (1872, 'E'), (1858, 'B'), (1864, 'C'), (1789, 'C')}",81
SamurayJack,1480.0,Yes,"{(1862, 'D'), (1879, 'C'), (1864, 'C'), (1855, 'C1'), (1873, 'F'), (1860, 'C'), (1844, 'C'), (1863, 'D')}",8
kartik_garg163,1639.0,Yes,"{(1169, 'B'), (1089, 'G'), (1303, 'B'), (1459, 'B'), (1594, 'E1'), (1208, 'B'), (1778, 'B'), (1183, 'C'), (1322, 'A'), (1366, 'C'), (1851, 'E'), (1159, 'B'), (1764, 'C'), (1647, 'C'), (1250, 'H'), (1238, 'B'), (1821, 'C'), (976, 'B'), (1077, 'C'), (1108, 'D'), (1726, 'C'), (1860, 'C'), (1475, 'C'), (1363, 'B'), (1609, 'C'), (1603, 'A'), (1090, 'A'), (1178, 'B'), (1270, 'C'), (1415, 'C'), (1710, 'A'), (1425, 'H'), (1063, 'A'), (1162, 'B'), (1879, 'C'), (1287, 'B'), (1276, 'A'), (1833, 'D'), (1696, 'C'), (1194, 'C'), (1088, 'C'), (1650, 'D'), (1765, 'N'), (1399, 'D'), (1360, 'E'), (1418, 'C'), (1055, 'B'), (1312, 'C'), (1794, 'C'), (1863, 'D'), (1736, 'C1'), (1506, 'D'), (1380, 'C'), (1369, 'C'), (1279, 'B'), (1107, 'C'), (1263, 'C'), (1692, 'G'), (1096, 'B'), (1470, 'A'), (1844, 'D'), (1759, 'E'), (1352, 'E'), (1443, 'B'), (1304, 'C'), (1722, 'G'), (1830, 'A'), (679, 'A'), (1487, 'D'), (1366, 'B'), (1612, 'C'), (1260, 'B'), (1271, 'B'), (1110, 'C'), (1141, 'D'), (1352, 'F'), (1009, 'B'), (1004, 'C'), (1328, 'B'), (958, 'A1'), (1816, 'C'), (1313, 'C1'), (1844, 'C'), (1197, 'C'), (1526, 'C1'), (1547, 'D'), (816, 'B'), (1296, 'D'), (1421, 'C'), (1555, 'C'), (1282, 'B1'), (1676, 'G'), (1740, 'C'), (1354, 'C1'), (1372, 'C'), (1218, 'F'), (1266, 'C'), (1213, 'D1'), (1691, 'C'), (1451, 'C'), (1200, 'C'), (1189, 'C'), (1178, 'C'), (1857, 'E'), (1407, 'B'), (1418, 'B'), (1552, 'B'), (1391, 'C'), (1301, 'B'), (1536, 'C'), (1296, 'C'), (1285, 'C'), (1789, 'C'), (1721, 'C'), (1741, 'D'), (1380, 'B'), (1659, 'B'), (1263, 'B'), (977, 'D'), (1408, 'B'), (1133, 'D'), (1628, 'A'), (1420, 'C1'), (1476, 'B'), (1326, 'C'), (1214, 'A'), (1601, 'A'), (1427, 'B'), (1143, 'C'), (1187, 'B'), (1416, 'A'), (1037, 'C'), (1519, 'C'), (1811, 'E'), (1110, 'B'), (1446, 'A'), (1551, 'B2'), (1838, 'C'), (1004, 'B'), (1829, 'F'), (1618, 'D'), (988, 'C'), (1607, 'D'), (1492, 'C'), (1773, 'E'), (1375, 'C'), (1323, 'B'), (1061, 'B'), (1307, 'C'), (911, 'C'), (1675, 'D'), (1800, 'E2'), (1100, 'B'), (1705, 'C'), (1694, 'C'), (1443, 'C'), (1320, 'A'), (1144, 'D'), (1157, 'B'), (1762, 'C'), (1661, 'B'), (1742, 'F'), (1271, 'C'), (1555, 'B'), (1154, 'C'), (1236, 'B'), (1106, 'D'), (1579, 'C'), (1634, 'B'), (1869, 'C'), (1473, 'C'), (1372, 'B'), (1367, 'C'), (1873, 'G'), (1792, 'C'), (1070, 'D'), (1569, 'C'), (1203, 'E'), (1217, 'A'), (1272, 'D'), (1285, 'B'), (1179, 'A'), (1062, 'A'), (1615, 'B'), (1364, 'B'), (1203, 'C'), (1102, 'B'), (1113, 'B'), (1498, 'B'), (1097, 'C'), (996, 'B'), (1108, 'C'), (1711, 'B'), (1315, 'B'), (1846, 'E1'), (1165, 'C'), (1209, 'B'), (1814, 'C'), (1697, 'C'), (1381, 'A1'), (1515, 'D'), (1250, 'L'), (1409, 'D'), (1184, 'B1'), (1422, 'B'), (1283, 'C'), (1873, 'F'), (1659, 'C'), (1408, 'C'), (1466, 'D'), (1228, 'B'), (1738, 'C'), (1326, 'D1'), (1506, 'E'), (1307, 'B'), (1452, 'B'), (1463, 'B'), (1201, 'B'), (1795, 'C'), (1176, 'C'), (1269, 'B'), (1152, 'B'), (1651, 'C'), (1400, 'C'), (1389, 'C'), (1249, 'C2'), (1732, 'D1'), (1482, 'B'), (1037, 'A'), (1220, 'B'), (1858, 'B'), (1574, 'C'), (1719, 'C'), (1864, 'C'), (1468, 'C'), (1351, 'C'), (1250, 'A'), (1182, 'B'), (1826, 'C'), (1419, 'C'), (1669, 'H'), (1624, 'D'), (1487, 'C'), (1397, 'B'), (1542, 'B'), (1256, 'D'), (1236, 'C'), (1370, 'C'), (1119, 'C'), (1141, 'C'), (1130, 'C'), (1425, 'A'), (1768, 'C'), (1007, 'A'), (1837, 'D'), (1547, 'E'), (1324, 'D'), (1335, 'D'), (1348, 'B'), (1605, 'C'), (1493, 'B'), (1332, 'C'), (1825, 'C'), (1081, 'C'), (1059, 'B'), (1294, 'C'), (1444, 'A'), (1809, 'C'), (1538, 'F'), (1774, 'B'), (1362, 'C'), (1373, 'C'), (1749, 'C'), (1790, 'E'), (1648, 'A'), (1765, 'K'), (1742, 'G'), (1084, 'C'), (1621, 'B'), (1209, 'C'), (1490, 'E'), (1553, 'B'), (1291, 'B'), (1040, 'B'), (1046, 'C'), (1673, 'C'), (1684, 'C'), (1753, 'A1'), (920, 'C'), (1253, 'B'), (1772, 'D'), (1520, 'E'), (1215, 'B'), (1840, 'D'), (1249, 'B2'), (1201, 'C'), (1340, 'A'), (1095, 'C'), (1630, 'A'), (1379, 'A'), (937, 'B'), (1676, 'H2'), (1654, 'C'), (1183, 'D'), (1675, 'E'), (994, 'B'), (934, 'A'), (1733, 'C'), (1867, 'C'), (1575, 'J'), (1616, 'C'), (1638, 'C'), (1220, 'C'), (1526, 'B'), (1365, 'C'), (1119, 'B'), (1264, 'A'), (1158, 'A'), (1676, 'H1'), (1332, 'B'), (1081, 'B'), (1237, 'B'), (1820, 'C'), (1851, 'D'), (1076, 'C'), (1646, 'C'), (1249, 'C1'), (1556, 'B'), (1426, 'D'), (1551, 'C'), (1155, 'C'), (1368, 'C'), (961, 'C'), (1256, 'B'), (1439, 'A1'), (1419, 'D2'), (1174, 'C'), (1823, 'C'), (1561, 'C'), (1706, 'C'), (1753, 'A2'), (962, 'C'), (1136, 'C'), (1167, 'D'), (1872, 'E'), (1180, 'B'), (1854, 'A1'), (1534, 'C'), (1668, 'C'), (1545, 'A'), (1166, 'C'), (1842, 'C'), (1862, 'D'), (1131, 'B'), (1611, 'D'), (1591, 'C'), (1360, 'D'), (1870, 'C'), (1234, 'C'), (1316, 'B'), (1461, 'B'), (1186, 'D'), (1065, 'B'), (1804, 'C'), (1698, 'C'), (1196, 'C'), (1216, 'D'), (1278, 'B'), (1766, 'C'), (1800, 'E1'), (1515, 'C'), (1660, 'C'), (1253, 'C'), (1728, 'C'), (1759, 'D'), (1717, 'C'), (1627, 'B'), (1352, 'D'), (1365, 'B'), (1466, 'C'), (1215, 'C'), (1114, 'B'), (1521, 'B'), (1371, 'C'), (975, 'C'), (1103, 'A'), (1404, 'A'), (1003, 'C'), (940, 'B'), (1679, 'C'), (1562, 'C'), (1462, 'E1'), (1311, 'C'), (1767, 'D'), (1245, 'C'), (1139, 'C'), (1733, 'D1'), (1788, 'C'), (1807, 'E'), (1740, 'D'), (1690, 'E'), (1368, 'B'), (1207, 'C'), (1106, 'B'), (1513, 'B'), (1251, 'B'), (1855, 'C1'), (1845, 'C'), (1101, 'C'), (1453, 'B'), (1178, 'D'), (1157, 'C1'), (1818, 'C'), (1701, 'C'), (1692, 'F'), (1338, 'A'), (978, 'E'), (1758, 'C'), (1760, 'F'), (1401, 'C'), (1540, 'A'), (1494, 'B'), (1857, 'D'), (1102, 'D'), (987, 'C'), (1355, 'D'), (1379, 'B'), (1614, 'C'), (1194, 'B'), (954, 'B'), (1046, 'F'), (1330, 'B'), (1325, 'C'), (1068, 'A'), (1714, 'E'), (1167, 'B'), (1750, 'C'), (1424, 'G'), (1374, 'D'), (1385, 'D'), (1499, 'C'), (1649, 'B'), (1644, 'C'), (1490, 'F'), (1538, 'C'), (1703, 'F'), (1606, 'C'), (1617, 'C'), (1093, 'C'), (1850, 'G'), (1196, 'D1'), (1560, 'D'), (1573, 'B'), (1676, 'F'), (1454, 'D'), (1425, 'F'), (1810, 'C'), (1066, 'C'), (1433, 'E'), (1786, 'B'), (1775, 'B'), (384, 'B'), (1284, 'B'), (144, 'B'), (1154, 'D'), (727, 'C'), (1279, 'C'), (1761, 'C'), (1156, 'A'), (1579, 'D'), (1748, 'B'), (1737, 'B'), (1462, 'D'), (1341, 'B'), (1292, 'A'), (1486, 'B'), (1101, 'B'), (995, 'B')}",478
