Handle,Max Rating_x,Result,Max Rating_y,Solved Problems,Problem Count
Ormlis,3410,Yes,3410,set(),0
244mhq,3278,Yes,3278,set(),0
ChemicalEquilibrium,2975,Yes,2975,set(),0
K-H,2962,Yes,2918,set(),0
MagicSpark,2900,Yes,2874,set(),0
PinkieRabbit,2954,Yes,2954,set(),0
xukai,2827,Yes,2821,set(),0
tokusakurai,2898,Yes,2898,set(),0
crazy_sea,2823,Yes,2823,set(),0
Kapt,2882,Yes,2882,set(),0
AmazingTalker_Frank,2725,Yes,2650,set(),0
stkwill,2808,Yes,2808,set(),0
dingdingsb,2655,Yes,2655,set(),0
paul2008,2655,Yes,2655,set(),0
JCY_,2648,Yes,2648,set(),0
newbie__wrz,2643,Yes,2643,set(),0
milisav,2682,Yes,2682,set(),0
_Peter_,2765,Yes,2765,set(),0
Dominater069,2636,Yes,2552,set(),0
Toxel,2901,Yes,2901,set(),0
thenymphsofdelphi,2752,Yes,2752,set(),0
umbrella-leaf,2600,Yes,2600,set(),0
GeZhiyuan,2582,Yes,2582,set(),0
jdurie,2705,Yes,2705,set(),0
namelessgugugu,2562,Yes,2562,set(),0
dog_of_Nesraychan,2599,Yes,2599,set(),0
TheLuminousSky,2556,Yes,2529,set(),0
yuanhaowei,2551,Yes,2551,set(),0
Everule,2610,Yes,2610,set(),0
chen_zexing,2575,Yes,2575,set(),0
Tony2_CF,2557,Yes,2557,set(),0
chinerist,2698,Yes,2698,set(),0
zltzlt,2503,Yes,2464,set(),0
jtnydv25,2675,Yes,2675,set(),0
kyo20111,2501,Yes,2487,set(),0
ttttan,2534,Yes,2534,set(),0
AmShZ,2603,Yes,2603,set(),0
sevlll777,2549,Yes,2549,set(),0
-is-this-fft-,2645,Yes,2645,set(),0
Fido_Puppy,2461,Yes,2429,set(),0
JeanBombeur,2566,Yes,2566,set(),0
yaoxi,2597,Yes,2597,set(),0
N_z__,2460,Yes,2460,set(),0
sbzhangjianjun,2447,Yes,2447,set(),0
locsey,2436,Yes,2436,set(),0
zidder,2586,Yes,2586,set(),0
TKT_YI,2500,Yes,2500,set(),0
EMBailey,2427,Yes,2427,set(),0
