Handle,Max Rating_x,Result,Max Rating_y,Solved Problems,Problem Count
Lankin,1977,Yes,1977,"{(466, 'C'), (160, 'C'), (1705, 'D'), (1388, 'C'), (1749, 'D'), (1666, 'L'), (1870, 'D'), (1216, 'C'), (1799, 'D1'), (1586, 'C'), (1586, 'D'), (1581, 'C'), (1392, 'D'), (1834, 'D'), (1799, 'C'), (1089, 'E'), (1770, 'C'), (1779, 'D'), (478, 'C'), (1413, 'D'), (1666, 'C'), (1089, 'F')}",22
Mathematician2000,2084,Yes,2084,"{(1034, 'A'), (937, 'C'), (1793, 'D'), (1093, 'D'), (134, 'B'), (1225, 'D'), (1856, 'E1'), (1294, 'E'), (1015, 'E1'), (1709, 'C'), (1348, 'D'), (276, 'D'), (1176, 'D'), (111, 'B'), (1700, 'C'), (1295, 'D'), (1715, 'C'), (1453, 'C'), (1627, 'D'), (25, 'D'), (1365, 'D'), (1228, 'C'), (1005, 'E1'), (1677, 'C'), (1006, 'D'), (552, 'C'), (1512, 'G'), (1365, 'E'), (794, 'C'), (1256, 'C'), (1300, 'D'), (1249, 'D2'), (732, 'D'), (1841, 'C'), (1480, 'C'), (1709, 'D'), (1051, 'D'), (1713, 'D'), (1066, 'D'), (959, 'E'), (1504, 'D'), (190, 'B'), (1715, 'D'), (1704, 'D'), (936, 'A'), (1301, 'C'), (1475, 'D'), (1512, 'F'), (894, 'B'), (1213, 'G'), (1728, 'D'), (1066, 'E'), (987, 'E'), (1176, 'E'), (1215, 'D'), (1270, 'D'), (991, 'E'), (1285, 'D'), (1249, 'D1'), (1108, 'E1'), (409, 'A'), (1694, 'D'), (1203, 'D2'), (567, 'C'), (1628, 'B'), (1313, 'C2'), (776, 'C'), (1543, 'D1'), (1472, 'E'), (952, 'B'), (1254, 'B1'), (1475, 'F'), (228, 'E'), (1700, 'D'), (1328, 'D'), (1360, 'F'), (1792, 'D'), (1695, 'C'), (1196, 'E'), (1061, 'C'), (1699, 'C'), (1010, 'C'), (999, 'D'), (988, 'D'), (1490, 'G'), (1360, 'G'), (1213, 'E'), (1485, 'C'), (1362, 'D'), (1621, 'C'), (950, 'D'), (1016, 'D'), (1466, 'E'), (1688, 'E'), (1696, 'D'), (952, 'D'), (1462, 'F'), (409, 'E'), (978, 'G'), (1296, 'E1'), (300, 'C'), (1341, 'D'), (1697, 'D'), (331, 'B2'), (1249, 'E'), (977, 'F'), (1154, 'E'), (1631, 'D'), (1151, 'C'), (1303, 'D'), (1462, 'E2'), (1207, 'E'), (1328, 'E'), (1780, 'D'), (1077, 'E'), (409, 'C')}",116
CaveNightingale,1979,Yes,1979,"{(1848, 'C'), (1879, 'D'), (1833, 'G'), (1859, 'D'), (1870, 'D'), (1826, 'D'), (1846, 'G'), (1856, 'E1'), (1861, 'D'), (1846, 'E2'), (1817, 'B'), (1810, 'D'), (1852, 'B'), (1834, 'D'), (148, 'D'), (1770, 'C'), (1868, 'B1'), (126, 'B'), (1867, 'D'), (1845, 'D'), (1847, 'D'), (1824, 'B1'), (1807, 'F'), (1849, 'D'), (1798, 'C'), (1853, 'C'), (1818, 'D'), (1743, 'D'), (1809, 'D'), (698, 'B'), (1833, 'F'), (1846, 'F'), (1872, 'F'), (1855, 'C2')}",34
jueeng,1901,Yes,1861,"{(1836, 'C'), (1861, 'D'), (1848, 'C'), (1867, 'D'), (1846, 'E2'), (1879, 'D'), (1864, 'D'), (1869, 'D1')}",8
DiscreteStep,1898,Yes,1898,"{(1861, 'D'), (1867, 'D'), (1879, 'D'), (1859, 'D'), (1870, 'D'), (1869, 'D1')}",6
lostintianyi,1943,Yes,1943,"{(1879, 'D'), (1793, 'D'), (1826, 'D'), (1859, 'D'), (1799, 'D1'), (1856, 'E1'), (827, 'B'), (1825, 'D1'), (1808, 'C'), (1841, 'C'), (1861, 'D'), (1775, 'D'), (1797, 'D'), (1801, 'C'), (417, 'D'), (1735, 'D'), (1819, 'B'), (784, 'F'), (274, 'B'), (1801, 'B'), (813, 'B'), (1442, 'A'), (1843, 'F1'), (1805, 'D'), (1729, 'E'), (1849, 'D'), (1725, 'M'), (1853, 'C'), (1818, 'D'), (1787, 'D'), (1809, 'D'), (1864, 'D'), (1734, 'D'), (1780, 'D'), (607, 'B')}",35
pengin_2000,2150,Yes,2150,"{(1265, 'D'), (1859, 'D'), (1856, 'E1'), (1294, 'E'), (1260, 'C'), (1861, 'D'), (1304, 'D'), (1293, 'D'), (1348, 'D'), (1873, 'H'), (1255, 'D'), (1400, 'D'), (1365, 'D'), (1325, 'D'), (1202, 'B'), (1692, 'H'), (1400, 'B'), (1257, 'D'), (1228, 'C'), (1283, 'D'), (1336, 'B'), (1365, 'E'), (1872, 'F'), (1855, 'C2'), (1430, 'D'), (1333, 'C'), (1300, 'D'), (1269, 'C'), (1313, 'B'), (1291, 'D'), (1368, 'D'), (1251, 'D'), (1851, 'F'), (1396, 'B'), (1301, 'C'), (1422, 'C'), (1279, 'D'), (1358, 'D'), (1248, 'C'), (1849, 'D'), (1281, 'D'), (1173, 'C'), (1864, 'D'), (1175, 'D'), (1375, 'D'), (1316, 'C'), (1850, 'H'), (1848, 'C'), (1203, 'D2'), (1870, 'D'), (1760, 'G'), (1278, 'C'), (1283, 'E'), (1327, 'E'), (1148, 'C'), (1359, 'C'), (1430, 'E'), (1207, 'D'), (1328, 'D'), (1829, 'H'), (1862, 'F'), (1843, 'F1'), (1343, 'D'), (1332, 'D'), (1360, 'F'), (1156, 'B'), (1196, 'E'), (1314, 'A'), (1217, 'C'), (1237, 'C1'), (1329, 'A'), (1305, 'D'), (1409, 'E'), (1329, 'B'), (1406, 'C'), (1307, 'D'), (1428, 'D'), (1879, 'D'), (1401, 'D'), (1722, 'F'), (1869, 'D1'), (1262, 'C'), (1770, 'C'), (1836, 'C'), (1296, 'E1'), (1220, 'D'), (1420, 'D'), (1295, 'B'), (1312, 'D'), (1367, 'D'), (1281, 'C'), (1237, 'C2'), (1303, 'D'), (1230, 'C'), (1569, 'D'), (1328, 'E'), (1338, 'B'), (1404, 'B'), (1367, 'E')}",99
paradigm_shift,1897,Yes,1897,"{(1626, 'C'), (1872, 'F'), (1688, 'C'), (1867, 'D')}",4
silly_pig,1893,Yes,1748,"{(1862, 'F')}",1
QHJ123456,2063,Yes,2063,"{(1835, 'A'), (1747, 'D'), (1848, 'C'), (1758, 'D'), (1879, 'D'), (1670, 'D'), (1718, 'A2'), (1793, 'D'), (1859, 'D'), (1738, 'D'), (149, 'D'), (219, 'D'), (1856, 'E1'), (1148, 'C'), (1773, 'A'), (1841, 'C'), (1861, 'D'), (1777, 'C'), (1797, 'D'), (1775, 'D'), (1801, 'C'), (582, 'A'), (1777, 'D'), (1810, 'D'), (1768, 'D'), (1819, 'B'), (1834, 'D'), (5, 'C'), (1799, 'C'), (1854, 'A2'), (1770, 'C'), (1295, 'D'), (1746, 'D'), (1779, 'D'), (1868, 'B1'), (1845, 'D'), (1715, 'D'), (1847, 'D'), (1824, 'B1'), (1739, 'D'), (1805, 'D'), (1759, 'G'), (1740, 'E'), (1814, 'B'), (1776, 'F'), (1792, 'D'), (1728, 'D'), (1750, 'D'), (1849, 'D'), (1798, 'C'), (1725, 'M'), (1765, 'D'), (1718, 'A1'), (1809, 'D'), (1864, 'D'), (1853, 'D'), (1787, 'D'), (1800, 'F'), (1734, 'D'), (1780, 'D'), (1773, 'K'), (1866, 'C'), (1720, 'D1'), (1842, 'D')}",64
MarcosMTR,1961,Yes,1961,"{(1406, 'C'), (1474, 'C'), (1661, 'C'), (1467, 'C'), (1397, 'D'), (1870, 'D'), (1661, 'D'), (1470, 'B'), (1401, 'D'), (1825, 'D1'), (1869, 'D1'), (1467, 'B'), (1426, 'E'), (1405, 'D'), (1392, 'D'), (1656, 'D'), (1823, 'D'), (1867, 'D'), (1873, 'H'), (1453, 'C'), (1453, 'D'), (1420, 'D'), (1398, 'D'), (1422, 'C'), (1400, 'D'), (1367, 'D'), (1440, 'C2'), (1400, 'B'), (1393, 'C'), (1450, 'D'), (1872, 'F'), (1367, 'E')}",32
Mikunyan,1891,Yes,1784,"{(1130, 'D1'), (1873, 'H'), (1879, 'D'), (1809, 'D'), (1130, 'D2'), (1486, 'C2')}",6
