Handle,Max Rating_x,Result,Max Rating_y,Solved Problems,Problem Count
mhb2010,1865,Yes,1660,"{(1732, 'C1'), (1661, 'C'), (1782, 'D'), (1870, 'D'), (1672, 'D'), (1661, 'D'), (1799, 'D1'), (1177, 'B'), (1869, 'D1'), (1861, 'D'), (1777, 'C'), (1810, 'D'), (1702, 'F'), (1647, 'D'), (1801, 'B'), (1854, 'A2'), (1821, 'D'), (1779, 'D'), (1673, 'D'), (1650, 'E'), (1814, 'B'), (1579, 'E2'), (1853, 'C'), (1864, 'D'), (1444, 'B')}",25
siddhugzp,2119,Yes,2119,"{(279, 'C'), (1265, 'D'), (862, 'C'), (490, 'C'), (294, 'C'), (1856, 'E1'), (83, 'B'), (1294, 'E'), (1260, 'C'), (1381, 'A2'), (1861, 'D'), (954, 'C'), (1238, 'D'), (1689, 'D'), (1678, 'D'), (1592, 'C'), (1581, 'C'), (1810, 'D'), (1383, 'A'), (276, 'D'), (1330, 'C'), (1293, 'D'), (474, 'D'), (111, 'B'), (1700, 'C'), (1383, 'B'), (1267, 'E'), (1371, 'E1'), (126, 'B'), (1627, 'D'), (1400, 'D'), (1365, 'D'), (1486, 'C2'), (1400, 'B'), (1629, 'D'), (1708, 'D'), (1402, 'A'), (77, 'B'), (1666, 'C'), (1468, 'D'), (1228, 'C'), (1734, 'D'), (420, 'C'), (493, 'D'), (486, 'C'), (1365, 'E'), (1335, 'E1'), (598, 'D'), (1494, 'C'), (1333, 'C'), (1388, 'C'), (1016, 'C'), (382, 'C'), (1661, 'D'), (1326, 'D2'), (1620, 'E'), (1076, 'E'), (622, 'C'), (1619, 'D'), (283, 'B'), (1368, 'D'), (1491, 'D'), (1702, 'F'), (1713, 'D'), (1381, 'B'), (1394, 'A'), (1658, 'C'), (1396, 'B'), (1704, 'D'), (1398, 'D'), (1301, 'C'), (478, 'C'), (1422, 'C'), (1528, 'B'), (489, 'D'), (1468, 'F'), (1334, 'D'), (427, 'C'), (339, 'D'), (1678, 'E'), (269, 'B'), (459, 'E'), (1620, 'C'), (691, 'C'), (1598, 'D'), (385, 'C'), (1864, 'D'), (702, 'D'), (1613, 'D'), (1285, 'D'), (1375, 'D'), (1702, 'G1'), (1316, 'C'), (1468, 'J'), (420, 'B'), (1186, 'C'), (1705, 'D'), (1694, 'D'), (1681, 'D'), (1203, 'D2'), (1058, 'D'), (1870, 'D'), (567, 'C'), (118, 'D'), (1337, 'D'), (1245, 'D'), (1327, 'E'), (459, 'C'), (1359, 'C'), (1315, 'D'), (463, 'C'), (1392, 'D'), (14, 'D'), (1330, 'D'), (1802, 'E'), (1185, 'C2'), (1700, 'D'), (225, 'C'), (1673, 'D'), (1739, 'D'), (1862, 'F'), (1805, 'D'), (203, 'D'), (1354, 'D'), (1343, 'D'), (271, 'D'), (1814, 'B'), (1619, 'E'), (1332, 'D'), (333, 'B'), (669, 'D'), (1695, 'C'), (1141, 'E'), (405, 'D'), (1239, 'A'), (1701, 'D'), (1228, 'D'), (1490, 'G'), (229, 'B'), (1311, 'F'), (295, 'B'), (792, 'D'), (1406, 'C'), (1485, 'C'), (466, 'C'), (1661, 'C'), (1879, 'D'), (1624, 'G'), (567, 'D'), (1401, 'D'), (1016, 'D'), (442, 'B'), (1722, 'F'), (448, 'D'), (1491, 'C'), (1469, 'D'), (1000, 'C'), (835, 'D'), (1656, 'D'), (1339, 'D'), (1560, 'E'), (274, 'B'), (1361, 'A'), (1335, 'E2'), (1296, 'E1'), (1341, 'D'), (1420, 'D'), (1295, 'B'), (1361, 'B'), (339, 'C'), (1697, 'D'), (612, 'D'), (678, 'D'), (1690, 'F'), (1303, 'D'), (1369, 'D'), (691, 'D'), (1107, 'D'), (1208, 'D'), (1207, 'E'), (1328, 'E'), (1618, 'E'), (321, 'B')}",183
zyhhelen,1949,Yes,1949,"{(1851, 'F'), (1862, 'F')}",2
Nika533,1908,Yes,1908,"{(1732, 'C1'), (1802, 'D'), (1705, 'D'), (1879, 'D'), (1855, 'C2'), (140, 'C'), (1859, 'D'), (1870, 'D'), (1621, 'C'), (1038, 'D'), (219, 'D'), (1856, 'E1'), (1278, 'C'), (1861, 'D'), (1777, 'C'), (371, 'D'), (1368, 'D'), (505, 'C'), (813, 'C'), (1810, 'D'), (1713, 'D'), (1656, 'D'), (1000, 'D'), (1462, 'F'), (1066, 'D'), (1836, 'C'), (1328, 'D'), (1253, 'D'), (1715, 'C'), (1704, 'D'), (1873, 'H'), (467, 'C'), (25, 'D'), (1805, 'D'), (1286, 'B'), (984, 'D'), (1299, 'B'), (339, 'D'), (1066, 'E'), (1849, 'D'), (1629, 'D'), (1554, 'D'), (1853, 'C'), (1006, 'D'), (1699, 'C'), (1556, 'D'), (1644, 'D'), (691, 'D'), (803, 'D'), (1833, 'F'), (1773, 'K'), (1360, 'G'), (1404, 'B'), (1866, 'C')}",54
vrishavgarg28,1883,Yes,1883,"{(1835, 'A'), (1485, 'C'), (1850, 'H'), (1848, 'C'), (1802, 'D'), (1758, 'D'), (1782, 'D'), (1859, 'D'), (1760, 'G'), (1799, 'D1'), (1722, 'F'), (1157, 'C2'), (1497, 'E1'), (1841, 'C'), (1731, 'C'), (1777, 'C'), (1368, 'D'), (1759, 'F'), (1799, 'C'), (1851, 'F'), (1779, 'D'), (1805, 'D'), (1759, 'G'), (1619, 'E'), (1678, 'B2'), (1792, 'D'), (1783, 'C'), (1798, 'C'), (1853, 'C'), (1787, 'D'), (1820, 'D'), (1853, 'D'), (1800, 'F'), (1833, 'F'), (295, 'B'), (1618, 'E'), (1842, 'D'), (1772, 'E')}",38
Lesser_Lord_Kusanali,1852,Yes,1852,"{(1744, 'E2'), (1759, 'G')}",2
zjr027,1852,Yes,1852,"{(1034, 'A'), (1307, 'D'), (1036, 'C'), (543, 'A'), (1793, 'D'), (1060, 'D'), (732, 'D'), (1190, 'B'), (1043, 'E'), (366, 'C'), (1713, 'D'), (144, 'D'), (1141, 'F2'), (1381, 'B'), (274, 'B'), (1625, 'C'), (1286, 'A'), (1295, 'D'), (1396, 'B'), (1715, 'C'), (1704, 'D'), (476, 'D'), (1141, 'F1'), (1312, 'D'), (1547, 'F'), (894, 'B'), (577, 'B'), (1534, 'D'), (1809, 'D'), (1780, 'D'), (598, 'D'), (1109, 'B'), (607, 'B')}",33
skeep194,1901,Yes,1901,"{(869, 'C'), (1747, 'D'), (1430, 'D'), (1879, 'D'), (1749, 'D'), (1388, 'C'), (1342, 'D'), (1466, 'E'), (1337, 'D'), (1320, 'B'), (1313, 'B'), (1808, 'C'), (1861, 'D'), (1731, 'D'), (1731, 'C'), (1775, 'D'), (1469, 'D'), (1119, 'D'), (1392, 'D'), (1384, 'B1'), (1382, 'C2'), (1746, 'D'), (1779, 'D'), (1328, 'D'), (1867, 'D'), (1398, 'D'), (1343, 'D'), (1400, 'D'), (1354, 'D'), (1744, 'E2'), (1358, 'D'), (1279, 'D'), (1312, 'D'), (1324, 'E'), (1325, 'D'), (1750, 'D'), (1783, 'C'), (1400, 'B'), (1435, 'D'), (1743, 'D'), (1303, 'D'), (1239, 'A'), (1525, 'D'), (1384, 'C'), (1569, 'D'), (1382, 'D'), (1316, 'C'), (1335, 'E1'), (1409, 'E'), (1866, 'C')}",50
qwusha,1926,Yes,1926,"{(133, 'E'), (1848, 'C'), (1797, 'D'), (625, 'A'), (1826, 'D'), (1859, 'D'), (1870, 'D'), (1805, 'D'), (1729, 'E'), (112, 'D'), (1842, 'D')}",11
zwp111,1849,Yes,1849,"{(1872, 'F')}",1
