Handle,Max Rating,Result
geekyuttu,1607,No
sjm150,1655,No
waffle2316,1652,No
zrx116,1651,No
China_Wmq,1784,No
De3bOo,1708,No
RainSure,1746,No
bruce,1627,No
imMIQ,1772,No
panchangamakhil,1609,No
rnishiura,1695,Yes
sxpl,1746,N/A
20je1067,1691,No
Azzpg7,1882,No
Beaboss,1629,No
SaiAnoop,1679,No
Xuoline,1675,No
b_for_ball,1699,No
bhavyakawatra,1700,No
cemg,1631,No
chenyanxi,1658,Yes
qazhym,1607,No
.utk.,1654,Yes
Ligh0x74,1713,No
Petercc,1743,No
anmattroi,1647,No
hardik85,1645,No
mo12412,1846,No
october_rain,1689,Yes
pulkitchauhan03,1693,No
ssinghal_12345,1656,No
valavshonok,1658,No
Dhruv-Singh-Negi,1618,No
Mishok2503,1750,No
Pawan_Lahoti,1683,No
SARTHAK_MISHRA,1636,No
Sy1vester,1753,No
Tansho,1803,No
chenyifan37,1785,No
downfall,1674,No
gaurav_accepted,1607,No
iaouoyi,1615,No
shushukl,1636,Yes
xhchen,1787,Yes
Codehacker4689,1663,No
Creeping_Death_,1626,No
EvenX,1885,No
OkClinty,1696,No
chuka231,1716,Yes
kush1505,1621,No
raghav.exe,1653,No
shiworm,1650,No
87109145,1619,No
Mehul_Gupta,1640,No
SandeepGhosh693,1610,No
SunShine11,1633,Yes
blobbot,1695,No
kai_wei,1638,No
omsincoconut,1685,No
smit086,1642,No
tonyu0,1889,N/A
wakeup__,1788,No
Dr.Bot,1713,No
DzadzoD,1687,No
Mohamed_AbdElmawla,1645,No
Shkiper,1897,No
a_man____aman,1642,Yes
abhay1308,1618,Yes
l0stempl3,1606,No
rustee_95,1639,No
sak_kn,1772,No
sfjh,1610,No
vlk0,1740,No
wangziyanmo,1686,Yes
Dracarys_7,1717,No
Shanks_,1725,No
ShinChan-_-,1681,Yes
Shivam_Mahto,1621,No
abhi_kant,1608,No
dodobow,1619,No
geyanlu3,1768,N/A
lhy_hanhan,1724,Yes
lroofer,1619,No
sinak03,1724,No
Alg01,1641,No
Amr.7,1783,No
CGemmy,1601,No
NexTopper,1615,Yes
S4muraj,1628,No
TreeQwQ,1653,No
dyc123,1643,No
gaspar.kristijan,1699,No
shevchyk1,1636,No
zrzring,1698,N/A
YisrT3,1648,No
Zeeman01,1803,Yes
aiko1122,1615,No
ashu_2004,1753,No
bkdn23.ILoveUhiuhiu,1660,No
dk_sensei,1652,No
longcheng_x,1858,No
nan_ling,1676,Yes
shaw_chick,1845,No
slivolymp,1810,Yes
vipin,1807,No
ACMcmr,1712,No
Aryan0Barsaiyan,1611,Yes
SU_30MKI,1721,No
SuperBeau,1683,No
hby2004,1636,N/A
luchinkinkos,1710,No
Kumzericov,1613,No
Maanas23,1667,No
MasterOfBugs,1774,No
amulshaturia,1607,No
jayantjha1109,1783,Yes
kira98k,1687,N/A
oreofilling,1630,No
Nour,1806,No
Ox0Ricky,1656,No
Pagode_Paiva,1754,No
Volyer_,1666,No
bladelessknife,1679,No
doanhoccho,1708,No
elizabeth_zou_fanboi,1763,Yes
harman_69,1779,No
miiitomi,1654,Yes
pka5667,1612,No
qqqqqv,1606,No
sam_28,1656,No
KunoSayo,1703,No
Mochu,1615,No
blob414,1644,No
chetan_saini,1773,No
cxcyl,1836,No
don2001,1799,Yes
finkery,1604,No
kokolo,1682,No
scriptozaur,1621,No
BeYourSven,1847,N/A
CrocHold,1776,No
TuHoangAnh,1692,No
parth.maheshwari,1713,No
prat945,1610,No
sadbus,1607,No
snailbaron,1734,N/A
yyytf__,1616,No
AndiR,1622,Yes
DhruvP,1749,No
Senior,1754,No
Zwb0106,1616,Yes
_ChiFAN_,1606,Yes
_LoveYourSelf_,1655,Yes
n3rm1n,1616,No
no_lie,1712,No
vanquisherr,1673,No
Hikiri,1903,N/A
Normie_007,1744,No
Snow_S,1670,Yes
agrim07,1657,No
ankush.tyagi.07,1606,No
ayhon,1666,No
hotcocoa,1648,No
mixalowski,1620,No
qry1317,1744,No
sakinu080712345,1768,No
AverageAmogusEnjoyer,1708,Yes
AyanVishwakarma,1661,No
abhinavsen2002,1753,No
d-O.O-b,2054,No
kerembozkaya,1661,No
kpothari,1773,No
lilililili,1692,No
sussy__baka,1604,No
vivek2943,1686,No
Earl_of_Lemongrab,1744,No
Sergey140146659,1872,No
Susie.Rain,1772,No
