Problem,Contest,Index,Tags,solvedCount
Palindromic Paths,1205,C,"implementation, interactive",1080
Remove the Substring (hard version),1203,D2,"binary search, greedy, implementation, two pointers",6721
Remove the Substring (easy version),1203,D1,"greedy, implementation",8082
Common Divisors,1203,C,"implementation, math",18486
Circle of Students,1203,A,implementation,16019
You Are Given Some Letters...,1202,F,"binary search, implementation, math",355
You Are Given a WASD-string...,1202,C,"brute force, data structures, dp, greedy, implementation, math, strings",2209
Treasure Hunting,1201,D,"binary search, dp, greedy, implementation",2027
Important Exam,1201,A,"implementation, strings",14529
Graph Traveler,1200,F,"brute force, data structures, dfs and similar, dp, graphs, implementation, math, number theory",831
Compress Words,1200,E,"brute force, hashing, implementation, string suffix structures, strings",6290
White Lines,1200,D,"brute force, data structures, dp, implementation, two pointers",3735
Hotelier,1200,A,"brute force, data structures, implementation",19513
City Day,1199,A,implementation,13507
Pillars,1197,B,"greedy, implementation",13210
Connected Component on a Chessboard,1196,E,"constructive algorithms, implementation",3384
RGB Substring (hard version),1196,D2,"data structures, dp, implementation, two pointers",8953
RGB Substring (easy version),1196,D1,implementation,9884
Robot Breakout,1196,C,implementation,8838
From S To T,1194,C,"implementation, strings",12435
Yet Another Crosses Problem,1194,B,implementation,9815
Tokitsukaze and Mahjong,1191,B,"brute force, implementation",9245
Tokitsukaze and Discard Items,1190,A,"implementation, two pointers",8960
Candies!,1189,C,"data structures, dp, implementation, math",9988
Add on a Tree: Revolution,1188,A2,"constructive algorithms, dfs and similar, implementation, trees",997
Vasya And Array,1187,C,"constructive algorithms, greedy, implementation",5892
Letters Shop,1187,B,"binary search, implementation, strings",11550
Vus the Cossack and a Graph,1186,F,"dfs and similar, graphs, greedy, implementation",721
Vus the Cossack and a Field,1186,E,"divide and conquer, implementation, math",544
Vus the Cossack and Strings,1186,C,"implementation, math",5685
Vus the Cossack and a Contest,1186,A,implementation,34124
Polycarp and Snakes,1185,E,"brute force, implementation",2391
Extra Element,1185,D,"implementation, math",6277
Email from Polycarp,1185,B,"implementation, strings",12451
Parallel Universes (Easy),1184,D1,implementation,2424
Heidi and the Turing Test (Easy),1184,C1,implementation,2183
Candy Box (hard version),1183,G,"greedy, implementation, sortings",2200
Subsequences (easy version),1183,E,"dp, graphs, implementation, shortest paths",4285
Nearest Interesting Number,1183,A,implementation,23424
Complete Mirror,1182,D,"constructive algorithms, dfs and similar, dp, hashing, implementation, trees",746
Plus from Picture,1182,B,"dfs and similar, implementation, strings",10557
Irrigation,1181,D,"binary search, data structures, implementation, sortings, trees, two pointers",1877
Flag,1181,C,"brute force, combinatorics, dp, implementation",2962
Split a Number,1181,B,"greedy, implementation, strings",6062
Nick and Array,1180,B,"greedy, implementation",9100
Alex and a Rhombus,1180,A,"dp, implementation, math",23012
Serge and Dining Room,1179,C,"binary search, data structures, graph matchings, greedy, implementation, math, trees",1822
Valeriy and Deque,1179,A,"data structures, implementation",9639
Digits Sequence (Hard Edition),1177,B,"binary search, divide and conquer, implementation",2293
Digits Sequence (Easy Edition),1177,A,implementation,5106
Destroy it!,1176,F,"dp, implementation, sortings",1646
Lose it!,1176,C,"dp, greedy, implementation",13453
Divide it!,1176,A,"brute force, greedy, implementation",21030
Minimal Segment Cover,1175,E,"data structures, dfs and similar, divide and conquer, dp, greedy, implementation, trees",2917
Catch Overflow!,1175,B,"data structures, expression parsing, implementation",9598
From Hero to Zero,1175,A,"implementation, math",16922
Ehab and the Big Finale,1174,F,"constructive algorithms, divide and conquer, graphs, implementation, interactive, trees",1322
Nauuo and Cards,1172,A,"greedy, implementation",4626
Decoding of Integer Sequences,1170,D,"*special, data structures, implementation",395
Minus and Minus Give Plus,1170,C,"*special, implementation, strings",739
Bad Days,1170,B,"*special, implementation",950
Pairs,1169,B,"graphs, implementation",8840
Circle Metro,1169,A,"implementation, math",11235
Anagram Paths,1168,D,"dp, implementation, trees",276
Microtransactions (hard version),1165,F2,"binary search, greedy, implementation",1921
Remainder,1165,A,"implementation, math",13092
Power Transmission (Hard Edition),1163,C2,"data structures, geometry, implementation, math",3099
Cat Party (Hard Edition),1163,B2,"data structures, implementation",6316
Cat Party (Easy Edition),1163,B1,"data structures, implementation",6345
Zoning Restrictions Again,1162,A,implementation,7669
Expansion coefficient of the array,1159,B,"implementation, math",6739
A pile of stones,1159,A,"implementation, math",11877
The Party and Sweets,1158,A,"binary search, constructive algorithms, greedy, implementation, math, sortings, two pointers",6433
Reachable Numbers,1157,A,implementation,14580
Optimizer,1156,G,"graphs, greedy, hashing, implementation",108
Ugly Pairs,1156,B,"dfs and similar, greedy, implementation, sortings, strings",5618
Game with Telephone Numbers,1155,B,"games, greedy, implementation",11055
Reverse a Substring,1155,A,"implementation, sortings, strings",11904
Two Teams,1154,E,"data structures, implementation, sortings",5433
Gourmet Cat,1154,C,"implementation, math",9644
Neko Finds Grapes,1152,A,"greedy, implementation, math",14183
Tiling Challenge,1150,B,"greedy, implementation",10231
Stock Arbitraging,1150,A,"greedy, implementation",11010
Tree Generator™,1149,C,"data structures, implementation, trees",1090
Three Religions,1149,B,"dp, implementation, strings",1789
Hot is Cold,1146,E,"bitmasks, data structures, divide and conquer, implementation",790
"Hate ""A""",1146,B,"implementation, strings",7574
"Love ""A""",1146,A,"implementation, strings",20346
Pigeon d'Or,1145,D,implementation,1083
Thanos Sort,1145,A,implementation,8345
Parity Alternated Deletions,1144,B,"greedy, implementation, sortings",16184
Diverse Strings,1144,A,"implementation, strings",18136
The Doors,1143,A,implementation,12663
Colored Boots,1141,D,"greedy, implementation",7822
Maximal Continuous Rest,1141,B,implementation,19987
Game 23,1141,A,"implementation, math",27176
Good String,1140,B,"implementation, strings",10887
Detective Book,1140,A,implementation,11795
Chocolates,1139,B,"greedy, implementation",14881
Even Substrings,1139,A,"implementation, strings",16093
Sushi for Two,1138,A,"binary search, greedy, implementation",16412
Museums Tour,1137,C,"dp, graphs, implementation",1073
Skyscrapers,1137,A,"implementation, sortings",4087
Nastya Is Reading a Book,1136,A,implementation,15803
Middle of the Contest,1133,A,implementation,15656
Regular Bracket Sequence,1132,A,"greedy, implementation",9167
Draw!,1131,B,"greedy, implementation",9204
Be Positive,1130,A,implementation,11208
System Testing,1121,C,implementation,1903
Mike and Children,1121,B,"brute force, implementation",8214
Technogoblet of Fire,1121,A,"implementation, sortings",6948
Once in a casino,1120,B,"constructive algorithms, greedy, implementation, math",392
Diana and Liana,1120,A,"greedy, implementation, two pointers",1585
Get Ready for the Battle,1119,G,"constructive algorithms, implementation",396
Ramesses and Corner Inversion,1119,C,"constructive algorithms, greedy, implementation, math",6464
Ilya and a Colorful Walk,1119,A,"greedy, implementation",10257
Yet Another Ball Problem,1118,E,"constructive algorithms, implementation",3756
Palindromic Matrix,1118,C,"constructive algorithms, implementation",5315
Tanya and Candies,1118,B,implementation,11205
Best Subsegment,1117,A,"implementation, math",10553
Trailing Loves (or L'oeufs?),1114,C,"brute force, implementation, math, number theory",7049
Got Any Grapes?,1114,A,"brute force, greedy, implementation",17926
Average Superhero Gang Power ,1111,B,"brute force, implementation, math",5827
Superhero Transformation,1111,A,"implementation, strings",16204
Sasha and a Patient Friend,1109,C,"binary search, data structures, implementation",230
Sasha and a Bit of Relax,1109,A,"dp, implementation",7981
Array and Segments (Hard version),1108,E2,"data structures, implementation",2014
Array and Segments (Easy version),1108,E1,"brute force, greedy, implementation",4234
Two distinct points,1108,A,implementation,20663
Compression,1107,D,"dp, implementation, math, number theory",3623
Lunar New Year and Number Division,1106,C,"greedy, implementation, math, sortings",13883
Lunar New Year and Food Ordering,1106,B,"data structures, implementation",6611
Lunar New Year and Cross Counting,1106,A,implementation,12159
Kilani and the Game,1105,D,"dfs and similar, graphs, implementation, shortest paths",3867
Zuhair and Strings,1105,B,"brute force, implementation, strings",9641
Salem and Sticks ,1105,A,"brute force, implementation",10545
Game with string,1104,B,"data structures, implementation, math",13937
Splitting into digits,1104,A,"constructive algorithms, implementation, math",14962
Grid game,1103,A,"constructive algorithms, implementation",9336
Polycarp's New Job,1101,E,implementation,7590
Accordion,1101,B,"greedy, implementation",10162
Build a Contest,1100,B,"data structures, implementation",10645
Roman and Browser,1100,A,implementation,9867
Postcard,1099,C,"constructive algorithms, implementation",8758
Snowball,1099,A,implementation,12134
Fedya the Potter,1098,E,"binary search, implementation, math, number theory",195
Yuhao and a Parenthesis,1097,C,"greedy, implementation",7739
Gennady and a Card Game,1097,A,"brute force, implementation",34673
Find Divisible,1096,A,"greedy, implementation, math",17501
Almost Regular Bracket Sequence,1095,E,implementation,3470
Circular Dance,1095,D,implementation,6772
Array Stabilization,1095,B,implementation,19866
Repeating Cipher,1095,A,implementation,27418
Great Vova Wall (Version 2),1092,D2,"data structures, implementation",2673
Great Vova Wall (Version 1),1092,D1,"greedy, implementation, math",3913
Uniform String,1092,A,implementation,14874
New Year and the Acquaintance Estimation,1091,E,"binary search, data structures, graphs, greedy, implementation, math, sortings",947
New Year and the Treasure Geolocation,1091,B,"brute force, constructive algorithms, greedy, implementation",9979
New Year and the Christmas Ornament,1091,A,"brute force, implementation, math",16746
The Pleasant Walk,1090,M,implementation,5646
Combostone,1090,G,"games, implementation",99
JS Minification,1089,J,"greedy, implementation",114
Ehab and another another xor problem,1088,D,"bitmasks, constructive algorithms, implementation, interactive",2625
Ehab and subtraction,1088,B,"implementation, sortings",12026
Vasya and Templates,1085,E,"greedy, implementation, strings",824
Minimum Diameter Tree,1085,D,"constructive algorithms, implementation, trees",5186
Connect Three,1085,C,"implementation, math",5315
Right-Left Cipher,1085,A,"implementation, strings",11694
The Fair Nut and String,1084,C,"combinatorics, dp, implementation",7184
Kvass and the Fair Nut,1084,B,"greedy, implementation",7535
The Fair Nut and Elevator,1084,A,"brute force, implementation",7724
The Fair Nut's getting crazy,1083,D,"data structures, implementation",196
Maximum Diameter Graph,1082,D,"constructive algorithms, graphs, implementation",3486
Vasya and Book,1082,A,"implementation, math",8246
Tricky Interactor,1081,F,"constructive algorithms, implementation, interactive",410
Farewell Party,1081,B,"constructive algorithms, implementation",4295
Olya and magical square,1080,D,"constructive algorithms, implementation, math",1473
Masha and two friends,1080,C,implementation,3944
Divisor Subtraction,1076,B,"implementation, math, number theory",12060
Taxi drivers and Lyft,1075,B,"implementation, sortings",4092
The King's Race,1075,A,"implementation, math",8100
Vasya and Books,1073,B,"implementation, math",10208
Diverse Substring,1073,A,"implementation, strings",14267
Video Posts,1070,K,implementation,4756
BerOS File Suggestion,1070,H,"brute force, implementation",3528
Monsters and Potions,1070,G,"brute force, dp, greedy, implementation",799
Binary Numbers AND Sum,1066,E,"data structures, implementation, math",5771
Boxes Packing,1066,D,"binary search, implementation",5085
Books Queries,1066,C,implementation,9073
Vasya and Chocolate,1065,A,"implementation, math",14278
Fun with Integers,1062,D,"dfs and similar, graphs, implementation, math",3792
Banh-mi,1062,C,"greedy, implementation, math",5233
A Prank,1062,A,"greedy, implementation",8423
TV Shows,1061,D,"data structures, greedy, implementation, sortings",2230
Multiplicity,1061,C,"data structures, dp, implementation, math, number theory",7781
Views Matter,1061,B,"greedy, implementation, sortings",7109
Coins,1061,A,"greedy, implementation, math",20391
Maximum Subrectangle,1060,C,"binary search, implementation, two pointers",4710
Forgery,1059,B,implementation,6704
Cashier,1059,A,implementation,12133
Pick Heroes,1056,C,"greedy, implementation, interactive, sortings",2248
Determine Line,1056,A,implementation,6231
Refactoring,1055,D,"greedy, implementation, strings",605
Alice and Hairdresser,1055,B,"dsu, implementation",4751
Chips Puzzle,1054,E,"constructive algorithms, implementation, math",454
Changing Array,1054,D,"greedy, implementation",2181
Candies Distribution,1054,C,"constructive algorithms, implementation",4167
Appending Mex,1054,B,implementation,6241
Elevator or Stairs?,1054,A,implementation,8802
Vasya and Multisets,1051,C,"brute force, dp, greedy, implementation, math",8919
Vasya And Password,1051,A,"greedy, implementation, strings",8167
Splitting money,1046,F,implementation,2662
Grid Sort,1044,E,implementation,103
Smallest Word,1043,C,"constructive algorithms, greedy, implementation",6600
Lost Array,1043,B,implementation,6120
Elections,1043,A,"implementation, math",10515
Vitamins,1042,B,"bitmasks, brute force, dp, implementation",14108
Benches,1042,A,"binary search, implementation",12034
Heist,1041,A,"greedy, implementation, sortings",23080
Slime,1038,D,"dp, greedy, implementation",7872
Equality,1038,A,"implementation, strings",13733
King Escape,1033,A,"dfs and similar, graphs, implementation",12263
Barcelonian Distance,1032,D,"geometry, implementation",2504
Golden Plate,1031,A,"implementation, math",12570
Vasya and Golden Ticket,1030,C,implementation,9161
In Search of an Easy Problem,1030,A,implementation,106799
Concatenated Multiples,1029,D,"implementation, math",3551
Many Equal Substrings,1029,A,"implementation, strings",11674
Rectangles,1028,C,"geometry, implementation, sortings",4228
Find Square,1028,A,implementation,10346
Numbers on the Chessboard,1027,B,"implementation, math",7959
Palindromic Twist,1027,A,"implementation, strings",14585
Colored Cubes,1025,E,"constructive algorithms, implementation, matrices",515
Plasticine zebra,1025,C,"constructive algorithms, implementation",5800
Doggo Recoloring,1025,A,"implementation, sortings",13827
Single Wildcard Pattern Matching,1023,A,"brute force, implementation, strings",8305
The Bits,1017,B,"implementation, math",8932
The Rank,1017,A,implementation,18826
Vasya And The Mushrooms,1016,C,"dp, implementation",3562
Segment Occurrences,1016,B,"brute force, implementation",9016
Death Note,1016,A,"greedy, implementation, math",13973
Obtaining the String,1015,B,implementation,10965
Points in Segments,1015,A,implementation,19544
Passports,1012,F,"dp, implementation",145
Photo of The Sky,1012,A,"brute force, implementation, math, sortings",6059
Planning The Expedition,1011,B,"binary search, brute force, implementation",9548
Stages,1011,A,"greedy, implementation, sortings",11519
Mars rover,1010,D,"dfs and similar, graphs, implementation, trees",2252
Minimum Ternary String,1009,B,"greedy, implementation",9490
Game Shopping,1009,A,implementation,11488
Romaji,1008,A,"implementation, strings",14166
Two Strings Swaps,1006,D,implementation,5666
Polycarp's Practice,1006,B,"greedy, implementation, sortings",12309
Adjacent Replacements,1006,A,implementation,20192
Summarize to the Power of Two,1005,C,"brute force, greedy, implementation",10735
Delete from the Left,1005,B,"brute force, implementation, strings",20800
Tanya and Stairways,1005,A,implementation,21677
Sonya and Matrix,1004,D,"brute force, constructive algorithms, implementation",1354
Sonya and Robots,1004,C,"constructive algorithms, implementation",7301
Sonya and Exhibition,1004,B,"constructive algorithms, greedy, implementation, math",9024
Sonya and Hotels,1004,A,implementation,10725
Intense Heat,1003,C,"brute force, implementation, math",9904
Polycarp's Pockets,1003,A,implementation,24821
Covered Points Count,1000,C,"data structures, implementation, sortings",6126
Codehorses T-shirts,1000,A,"greedy, implementation",8378
Equalize the Remainders,999,D,"data structures, greedy, implementation",3947
Alphabetic Removals,999,C,implementation,16078
Reversing Encryption,999,B,implementation,16007
Mishka and Contest,999,A,"brute force, implementation",20406
Balloons,998,A,"constructive algorithms, implementation",8969
Convert to Ones,997,A,"brute force, greedy, implementation, math",7998
Suit and Tie,995,B,"greedy, implementation, math",6906
Tesla,995,A,"constructive algorithms, implementation",1463
Knights of a Polygonal Table,994,B,"greedy, implementation, sortings",5432
Fingerprints,994,A,implementation,13533
Two Squares,993,A,"geometry, implementation",3818
Nastya and a Game,992,D,"brute force, implementation, math",1557
Nastya and an Array,992,A,"implementation, sortings",12568
Concise and clear,991,F,"brute force, greedy, implementation, math",285
Candies,991,C,"binary search, implementation",9412
If at first you don't succeed...,991,A,implementation,10117
Graph And Its Complement,990,D,"constructive algorithms, graphs, implementation",3683
Bracket Sequences Concatenation Problem,990,C,implementation,5578
Commentary Boxes,990,A,"implementation, math",10231
A Blend of Springtime,989,A,"implementation, strings",9863
Equal Sums,988,C,"implementation, sortings",9345
Diverse Team,988,A,"brute force, implementation",22212
Three displays,987,C,"brute force, dp, implementation",12567
Infinity Gauntlet,987,A,implementation,15371
Switches and Lamps,985,B,implementation,7179
Chess Placing,985,A,implementation,7961
Minesweeper,984,B,implementation,7128
Finite or not?,983,A,"implementation, math",4399
Bus of Characters,982,B,"data structures, greedy, implementation",7910
Useful Decomposition,981,C,"implementation, trees",4970
Antipalindrome,981,A,"brute force, implementation, strings",8752
Links and Pearls,980,A,"implementation, math",10114
Petya's Exams,978,G,"greedy, implementation, sortings",4002
Mentors,978,F,"binary search, data structures, implementation",7618
Almost Arithmetic Progression,978,D,"brute force, implementation, math",7909
Letters,978,C,"binary search, implementation, two pointers",22776
Remove Duplicates,978,A,implementation,23990
Two-gram,977,B,"implementation, strings",33109
Wrong Subtraction,977,A,implementation,138385
Degree Set,976,D,"constructive algorithms, graphs, implementation",643
Nested Segments,976,C,"greedy, implementation, sortings",5994
Lara Croft and the New Game,976,B,"implementation, math",5581
Minimum Binary Number,976,A,implementation,10167
Mancala,975,B,"brute force, implementation",6621
Aramic script,975,A,"implementation, strings",8670
Mind the Gap,967,A,implementation,4216
Battleship,965,B,implementation,4378
Merge Equals,962,D,"data structures, implementation",6458
Make a Square,962,C,"brute force, implementation, math",7432
Students in Railway Carriage,962,B,"constructive algorithms, greedy, implementation",7397
Equator,962,A,implementation,12254
Chessboard,961,C,"bitmasks, brute force, implementation",5131
Lecture Sleep,961,B,"data structures, dp, implementation, two pointers",17614
Tetris,961,A,implementation,9690
Full Binary Tree Queries,960,D,"brute force, implementation, trees",1637
Subsequence Counting,960,C,"bitmasks, constructive algorithms, greedy, implementation",3734
Check the string,960,A,implementation,7796
Mahmoud and Ehab and the xor-MST,959,E,"bitmasks, dp, graphs, implementation, math",3211
Mahmoud and Ehab and the message,959,B,"dsu, greedy, implementation",8703
Lightsabers (easy),958,F1,implementation,1531
Maximum Control (easy),958,B1,implementation,3156
Death Stars (easy),958,A1,implementation,1596
Tritonic Iridescence,957,A,implementation,5403
Not simply beatiful strings,955,B,implementation,4617
Matrix Walk,954,C,implementation,3622
String Typing,954,B,"implementation, strings",6909
Diagonal Walking,954,A,implementation,10180
Ravioli Sort,952,C,implementation,2777
Intercepted Message,950,B,"greedy, implementation",7168
"Left-handers, Right-handers and Ambidexters",950,A,"implementation, math",14052
Protect Sheep,948,A,"brute force, dfs and similar, graphs, implementation",12539
Largest Beautiful Number,946,E,"greedy, implementation",1010
Alena And The Heater,940,D,"binary search, implementation",3491
Phone Numbers,940,C,"constructive algorithms, implementation, strings",5489
Hamster Farm,939,B,implementation,9950
Word Correction,938,A,implementation,10870
Olympiad,937,A,"implementation, sortings",14051
Lock Puzzle,936,C,"constructive algorithms, implementation, strings",1126
Save Energy!,936,A,"binary search, implementation, math",4278
Fafa and the Gates,935,B,implementation,11017
Fafa and his Company,935,A,"brute force, implementation",39065
A Prosperous Lot,934,B,"constructive algorithms, implementation",8301
Laboratory Work,931,C,"implementation, math",3229
World Cup,931,B,"constructive algorithms, implementation",6832
Friends Meeting,931,A,"brute force, greedy, implementation, math",11337
Game with Tokens,930,D,"data structures, games, implementation",378
Game with String,930,B,"implementation, probabilities, strings",2535
Места в самолёте,929,B,"*special, implementation",2030
Прокат велосипедов,929,A,"*special, greedy, implementation",2474
Dependency management,928,C,"*special, graphs, implementation",873
Is This a Zebra?,926,C,implementation,1776
2-3-numbers,926,A,"implementation, math",3491
Resource Distribution,925,B,"binary search, implementation, sortings",2149
Mystical Mosaic,924,A,"greedy, implementation",4861
Picking Strings,923,D,"constructive algorithms, implementation, strings",1133
Cloning Toys,922,A,implementation,10641
Tanks,920,D,"dp, greedy, implementation",661
Tea Queue,920,B,implementation,6840
Water The Garden,920,A,implementation,7433
Seat Arrangements,919,C,"brute force, implementation",8612
Perfect Number,919,B,"binary search, brute force, dp, implementation, number theory",24655
Supermarket,919,A,"brute force, greedy, implementation",15257
Radio Station,918,B,"implementation, strings",14064
Eleven,918,A,"brute force, implementation",15788
The Monster,917,A,"dp, greedy, implementation, math",3377
Jamie and Alarm Snooze,916,A,"brute force, implementation, math",8305
Physical Education Lessons,915,E,"data structures, implementation, sortings",3583
Browser,915,B,implementation,7534
Garden,915,A,implementation,13595
Conan and Agasa play a Card Game,914,B,"games, greedy, implementation",8322
Perfect Squares,914,A,"brute force, implementation, math",12814
Christmas Spruce,913,B,"implementation, trees",14700
Modular Exponentiation,913,A,"implementation, math",19449
Tricky Alchemy,912,A,implementation,12666
Stack Sorting,911,E,"constructive algorithms, data structures, greedy, implementation",2346
Two Cakes,911,B,"binary search, brute force, implementation",10525
Nearest Minimums,911,A,implementation,10985
Door Frames,910,B,"greedy, implementation",1588
The Way to Home,910,A,"dfs and similar, dp, greedy, implementation",10623
Colorful Points,909,D,"data structures, greedy, implementation",1623
New Year and Rainbow Roads,908,F,"graphs, greedy, implementation",1294
New Year and Curling,908,C,"brute force, geometry, implementation, math",6534
New Year and Buggy Bot,908,B,"brute force, implementation",7490
New Year and Counting Cards,908,A,"brute force, implementation",13999
Tic-Tac-Toe,907,B,implementation,3948
Masha and Bears,907,A,"brute force, implementation",5451
Shockers,906,A,"implementation, strings",4032
Swapping Characters,903,E,"brute force, hashing, implementation, strings",1212
The Modcrab,903,B,"greedy, implementation",7375
Hungry Student Problem,903,A,"greedy, implementation",13660
Visiting a Friend,902,A,"greedy, implementation",9542
Find Extra One,900,A,"geometry, implementation",12699
Segments Removal,899,E,"data structures, dsu, flows, implementation, two pointers",2579
Months and Years,899,B,implementation,5638
Phone Numbers,898,C,"implementation, strings",4974
Proper Nutrition,898,B,"brute force, implementation, number theory",8899
Rounding,898,A,"implementation, math",14777
Scarborough Fair,897,A,implementation,13088
Pizza Separation,895,A,"brute force, implementation",6300
Credit Card,893,D,"data structures, dp, greedy, implementation",2810
Beautiful Divisors,893,B,"brute force, implementation",10500
Chess For Three,893,A,implementation,9744
Wrath,892,B,"greedy, implementation, two pointers",8377
Greed,892,A,"greedy, implementation",12455
K-Dominant Character,888,C,"binary search, implementation, two pointers",7627
Local Extrema,888,A,"brute force, implementation",10330
Solution for Cube,887,C,"brute force, implementation",2783
Cubes for Masha,887,B,"brute force, implementation",5043
Div. 64,887,A,implementation,10629
Restoration of string,886,D,"constructive algorithms, graphs, implementation",1685
Petya and Catacombs,886,C,"dsu, greedy, implementation, trees",5360
Japanese Crosswords Strike Back,884,B,implementation,6687
Book Reading,884,A,implementation,9952
Road Widening,883,K,"constructive algorithms, greedy, implementation",1043
Palindromic Cut,883,H,"brute force, implementation, strings",1525
Lost in Transliteration,883,F,implementation,2195
Field of Wonders,883,E,"implementation, strings",1843
Downloading B++,883,C,"binary search, implementation",602
Automatic Door,883,A,implementation,559
Table Tennis,879,B,"data structures, implementation",11257
Borya's Diagnosis,879,A,implementation,8773
Teams Formation,878,B,"data structures, implementation",1012
Alex and broken contest,877,A,"implementation, strings",10481
Divisiblity of Differences,876,B,"implementation, math, number theory",8331
National Property,875,C,"2-sat, dfs and similar, graphs, implementation",1851
Sorting the Coins,875,B,"dsu, implementation, sortings, two pointers",5051
Balanced Substring,873,B,"dp, implementation",7110
Chores,873,A,implementation,7716
Search for Pretty Integers,870,A,"brute force, implementation",9670
The Artful Expedient,869,A,"brute force, implementation",9224
Huge Strings,868,D,"bitmasks, brute force, dp, implementation, strings",869
Race Against Time,868,B,implementation,3567
Bark to Unlock,868,A,"brute force, implementation, strings",8323
Between the Offices,867,A,implementation,17997
Make a Permutation!,864,D,"greedy, implementation, math",5833
Bus,864,C,"greedy, implementation, math",5751
Polycarp and Letters,864,B,"brute force, implementation, strings",8585
Fair Game,864,A,"implementation, sortings",10859
Yet Another Array Queries Problem,863,D,"data structures, implementation",3000
01-02-2003,863,C,"graphs, implementation",2340
Quasi-palindrome,863,A,"brute force, implementation",9696
Mahmoud and Ehab and the MEX,862,A,"greedy, implementation",9055
Declined Finalists,859,A,"greedy, implementation",7384
Tests Renumeration,858,E,"greedy, implementation",485
Polycarp's phone book,858,D,"data structures, implementation, sortings",3592
Did you mean...,858,C,"dp, greedy, implementation",5318
Which floor?,858,B,"brute force, implementation",3588
Tom Riddle's Diary,855,A,"brute force, implementation, strings",18343
Bathroom terminal,852,G,implementation,1217
Digits,852,A,"brute force, implementation, math",356
Arpa and a research in Mexican wave,851,A,"implementation, math",9222
Arpa and a list of numbers,850,B,"implementation, number theory",1923
Odds and Ends,849,A,implementation,8679
Rooter's Song,848,B,"constructive algorithms, data structures, geometry, implementation, sortings, two pointers",1774
Weather Tomorrow,847,M,"implementation, math",5997
Travel Cards,847,K,"greedy, implementation, sortings",1428
Noise Level,847,I,"dfs and similar, implementation, math",1476
University Classes,847,G,implementation,6315
Union of Doubly Linked Lists,847,A,implementation,3222
Curriculum Vitae,846,A,"brute force, implementation",4052
Luba And The Ticket,845,B,"brute force, greedy, implementation",4813
Chess Tourney,845,A,"implementation, sortings",7423
Diversity,844,A,"greedy, implementation, strings",9906
Sorting by Subsequences,843,A,"dfs and similar, dsu, implementation, math, sortings",5458
Generous Kefa,841,A,"brute force, implementation",12185
Game of the Rows,839,B,"brute force, greedy, implementation",3214
Arya and Bran,839,A,implementation,13202
Vasya's Function,837,E,"binary search, implementation, math",1438
Two Seals,837,C,"brute force, implementation",3839
Flag of Berland,837,B,"brute force, implementation",3825
Text Volume,837,A,implementation,8980
Star sky,835,C,"dp, implementation",7434
The Festive Evening,834,B,"data structures, implementation",8237
The Useless Toy,834,A,implementation,8340
Red-Black Cobweb,833,D,"data structures, divide and conquer, implementation, trees",329
Strange Radiation,832,C,"binary search, implementation, math",419
Petya and Exam,832,B,"implementation, strings",4273
Keyboard Layouts,831,B,"implementation, strings",13264
Unimodal Array,831,A,implementation,9712
Perpetual Motion Machine,830,E,"constructive algorithms, dp, graphs, implementation, math, trees",251
Bamboo Partition,830,C,"brute force, data structures, implementation, math, number theory, sortings, two pointers",1152
Cards Sorting,830,B,"data structures, implementation, sortings",2686
Black Square,828,B,implementation,5592
Restaurant Tables,828,A,implementation,7652
High Load,827,B,"constructive algorithms, greedy, implementation, trees",3375
Suitable Replacement,825,D,"binary search, greedy, implementation",3099
Multi-judge Solving,825,C,"greedy, implementation",4276
Five-In-a-Row,825,B,"brute force, implementation",3986
Binary Protocol,825,A,implementation,7342
"Hacker, pack your bags!",822,C,"binary search, greedy, implementation, sortings",4395
Crossword solving,822,B,"brute force, implementation, strings",9126
I'm bored with life,822,A,"implementation, math, number theory",29223
Okabe and Future Gadget Laboratory,821,A,implementation,7824
Mister B and Book Reading,820,A,implementation,7821
Mister B and PR Shifts,819,B,"data structures, implementation, math",1576
Multicolored Cars,818,D,"data structures, implementation",3309
Sofa Thief,818,C,"brute force, implementation",1165
Permutation Game,818,B,implementation,2900
Diplomas and Certificates,818,A,"implementation, math",6552
Makes And The Product,817,B,"combinatorics, implementation, math, sortings",5267
Treasure Hunt,817,A,"implementation, math, number theory",5896
Karen and Coffee,816,B,"binary search, data structures, implementation",14735
Karen and Morning,816,A,"brute force, implementation",8675
Karen and Neighborhood,815,E,"binary search, constructive algorithms, implementation",209
Karen and Game,815,A,"brute force, greedy, implementation",5507
An abandoned sentiment from past,814,A,"constructive algorithms, greedy, implementation, sortings",9716
The Contest,813,A,implementation,4912
Sagheer and Kindergarten,812,D,"dfs and similar, graphs, implementation, trees",306
Sagheer and Crossroads,812,A,implementation,6103
Vladik and Memorable Trip,811,C,"dp, implementation",3151
Vladik and Complicated Book,811,B,"implementation, sortings",6355
Vladik and Courtesy,811,A,"brute force, implementation",11119
Straight <<A>>,810,A,"implementation, math",8555
Do you want a date?,809,A,"implementation, math, sortings",4585
Array Division,808,D,"binary search, data structures, implementation",6434
Average Sleep Time,808,B,"data structures, implementation, math",6035
Lucky Year,808,A,implementation,8758
T-Shirt Hunt,807,B,"brute force, implementation",3501
Is it rated?,807,A,"implementation, sortings",18304
Minimum number of steps,804,B,"combinatorics, greedy, implementation, math",9158
Fake News (easy),802,G,"implementation, strings",6255
Fountains,799,C,"binary search, data structures, implementation",3471
