Problem,Contest,Index,Tags,solvedCount
Colored Boots,1141,D,"greedy, implementation",7822
Polycarp Restores Permutation,1141,C,math,10934
Edgy Trees,1139,C,"dfs and similar, dsu, graphs, math, trees",11055
Nastya Is Transposing Matrices,1136,C,"constructive algorithms, sortings",7296
Zero Quantity Maximization,1133,D,"hashing, math, number theory",9960
Draw!,1131,B,"greedy, implementation",9204
Connect,1130,C,"brute force, dfs and similar, dsu",8121
Ramesses and Corner Inversion,1119,C,"constructive algorithms, greedy, implementation, math",6464
Alyona and a Narrow Fridge,1119,B,"binary search, flows, greedy, sortings",9194
Anti-diagonal unitary,1115,U1,*special,247
Yet Another Array Partitioning Task,1114,B,"constructive algorithms, greedy, sortings",8724
Sasha and Magnetic Machines,1113,B,"greedy, number theory",7568
Meaningless Operations,1110,C,"constructive algorithms, math, number theory",8623
Tape,1110,B,"greedy, sortings",10204
Diverse Garland,1108,D,"constructive algorithms, dp, greedy",14316
Nice Garland,1108,C,"brute force, greedy, math",11481
Brutality,1107,C,"greedy, sortings, two pointers",9450
Lunar New Year and a Wander,1106,D,"data structures, dfs and similar, graphs, greedy, shortest paths",13014
Lunar New Year and Food Ordering,1106,B,"data structures, implementation",6611
Ayoub and Lost Array,1105,C,"combinatorics, dp, math",9796
Grid game,1103,A,"constructive algorithms, implementation",9336
Balanced Ternary String,1102,D,"greedy, strings",7605
Array K-Coloring,1102,B,"greedy, sortings",9874
Polycarp's New Job,1101,E,implementation,7590
Division and Union,1101,C,sortings,7271
Accordion,1101,B,"greedy, implementation",10162
Build a Contest,1100,B,"data structures, implementation",10645
Yuhao and a Parenthesis,1097,C,"greedy, implementation",7739
Substring Removal,1096,B,"combinatorics, math, strings",9728
Powers Of Two,1095,C,"bitmasks, greedy",14378
Mishka and the Last Exam,1093,C,greedy,8769
New Year and the Sphere Transmission,1091,C,"math, number theory",9141
Company Merging,1090,A,greedy,3842
Guest Student,1089,G,math,2770
Ehab and a 2-operation task,1088,C,"constructive algorithms, greedy, math",7796
The Fair Nut and String,1084,C,"combinatorics, dp, implementation",7184
Colorful Bricks,1081,C,"combinatorics, dp, math",6727
Farewell Party,1081,B,"constructive algorithms, implementation",4295
Masha and two friends,1080,C,implementation,3944
Good Array,1077,C,,14081
Meme Problem,1076,C,"binary search, math",11675
BerOS File Suggestion,1070,H,"brute force, implementation",3528
Debate,1070,F,greedy,3514
Garbage Disposal,1070,D,greedy,4772
Birthday,1068,A,math,6461
Books Queries,1066,C,implementation,9073
Heaters,1066,B,"greedy, two pointers",7787
Vasya and Isolated Vertices,1065,B,"constructive algorithms, graphs",10464
Oh Those Palindromes,1063,A,"constructive algorithms, strings",10050
Math,1062,B,"greedy, math, number theory",8040
A Prank,1062,A,"greedy, implementation",8423
Views Matter,1061,B,"greedy, implementation, sortings",7109
Forgery,1059,B,implementation,6704
DDoS,1057,B,"*special, brute force",1735
Alice and Hairdresser,1055,B,"dsu, implementation",4751
Candies Distribution,1054,C,"constructive algorithms, implementation",4167
Vasya and Multisets,1051,C,"brute force, dp, greedy, implementation, math",8919
Splitting money,1046,F,implementation,2662
Space Formula,1046,C,greedy,2964
Smallest Word,1043,C,"constructive algorithms, greedy, implementation",6600
Shashlik Cooking,1040,B,"dp, greedy, math",6925
Gambling,1038,C,"greedy, sortings",9178
Equalize,1037,C,"dp, greedy, strings",17663
Reach Median,1037,B,greedy,9981
Packets,1037,A,"constructive algorithms, greedy, math",10578
Curiosity Has No Limits,1031,B,,3856
Vasya and Golden Ticket,1030,C,implementation,9161
Many Equal Substrings,1029,A,"implementation, strings",11674
Segment Occurrences,1016,B,"brute force, implementation",9016
Photo of The Sky,1012,A,"brute force, implementation, math, sortings",6059
Fly,1010,A,"binary search, math",7859
Minimum Ternary String,1009,B,"greedy, implementation",9490
Reorder the Array,1007,A,"combinatorics, data structures, math, sortings, two pointers",11719
Polycarp and Div 3,1005,D,"dp, greedy, number theory",9388
Summarize to the Power of Two,1005,C,"brute force, greedy, implementation",10735
Sonya and Robots,1004,C,"constructive algorithms, implementation",7301
Sonya and Exhibition,1004,B,"constructive algorithms, greedy, implementation, math",9024
Intense Heat,1003,C,"brute force, implementation, math",9904
Binary String Constructing,1003,B,constructive algorithms,10621
Bernstein-Vazirani algorithm,1002,E1,,311
Oracle for f(x) = b * x + (1 - b) * (1 - x) mod 2,1002,D2,,365
Distinguish zero state and W state,1002,B1,,468
Generate superposition of two basis states,1002,A3,,464
Generate superposition of zero state and a basis state,1002,A2,,547
Oracle for f(x) = k-th element of x,1001,G,*special,526
Distinguish multi-qubit basis states,1001,F,*special,528
Distinguish plus state and minus state,1001,D,*special,671
Generate GHZ state,1001,C,*special,642
Generate Bell state,1001,B,*special,700
Light It Up,1000,B,greedy,5314
Convert to Ones,997,A,"brute force, greedy, implementation, math",7998
World Cup,996,B,"binary search, math",8467
Suit and Tie,995,B,"greedy, implementation, math",6906
Knights of a Polygonal Table,994,B,"greedy, implementation, sortings",5432
Bishwock,991,D,"dp, greedy",6728
Candies,991,C,"binary search, implementation",9412
Bracket Sequences Concatenation Problem,990,C,implementation,5578
Equal Sums,988,C,"implementation, sortings",9345
Three displays,987,C,"brute force, dp, implementation",12567
Liebig's Barrels,985,C,greedy,5446
Cut 'em all!,982,C,"dfs and similar, dp, graphs, greedy, trees",10182
Bus of Characters,982,B,"data structures, greedy, implementation",7910
Useful Decomposition,981,C,"implementation, trees",4970
Mentors,978,F,"binary search, data structures, implementation",7618
Bus Video System,978,E,"combinatorics, math",8831
Almost Arithmetic Progression,978,D,"brute force, implementation, math",7909
Cyclic Components,977,E,"dfs and similar, dsu, graphs",17569
"Divide by three, multiply by two",977,D,"dfs and similar, math, sortings",16581
Nested Segments,976,C,"greedy, implementation, sortings",5994
Lara Croft and the New Game,976,B,"implementation, math",5581
Valhalla Siege,975,C,binary search,9138
Battleship,965,B,implementation,4378
Messages,964,B,math,4224
Make a Square,962,C,"brute force, implementation, math",7432
Students in Railway Carriage,962,B,"constructive algorithms, greedy, implementation",7397
Equator,962,A,implementation,12254
Chessboard,961,C,"bitmasks, brute force, implementation",5131
Minimize the error,960,B,"data structures, greedy, sortings",6909
Mahmoud and Ehab and the wrong algorithm,959,C,"constructive algorithms, trees",5566
Lightsabers (easy),958,F1,implementation,1531
Hyperspace Jump (easy),958,D1,"expression parsing, math",1981
Death Stars (easy),958,A1,implementation,1596
Tritonic Iridescence,957,A,implementation,5403
Not simply beatiful strings,955,B,implementation,4617
String Typing,954,B,"implementation, strings",6909
String Transformation,946,C,"greedy, strings",8562
Phone Numbers,940,C,"constructive algorithms, implementation, strings",5489
Our Tanya is Crying Out Loud,940,B,"dp, greedy",8362
Vile Grasshoppers,937,B,"brute force, math, number theory",6681
A Compatible Pair,934,A,"brute force, games",6469
Recursive Queries,932,B,"binary search, data structures, dfs and similar",7527
Peculiar apple-tree,930,A,"dfs and similar, graphs, trees",6445
Места в самолёте,929,B,"*special, implementation",2030
Прокат велосипедов,929,A,"*special, greedy, implementation",2474
Chat,928,B,"*special, dp",2445
Large Bouquets,926,G,,1345
2-3-numbers,926,A,"implementation, math",3491
Mystical Mosaic,924,A,"greedy, implementation",4861
Magic Forest,922,B,brute force,8066
Cloning Toys,922,A,implementation,10641
Swap Adjacent Elements,920,C,"dfs and similar, greedy, math, sortings, two pointers",8561
Seat Arrangements,919,C,"brute force, implementation",8612
Browser,915,B,implementation,7534
New Year's Eve,912,B,"bitmasks, constructive algorithms, number theory",10663
Three Garlands,911,C,"brute force, constructive algorithms",6852
Segments,909,B,"constructive algorithms, math",6092
New Year and Curling,908,C,"brute force, geometry, implementation, math",6534
Tic-Tac-Toe,907,B,implementation,3948
Masha and Bears,907,A,"brute force, implementation",5451
Hashing Trees,901,A,"constructive algorithms, trees",4932
Position in Fraction,900,B,"math, number theory",7471
Dividing the numbers,899,C,"constructive algorithms, graphs, math",8013
Phone Numbers,898,C,"implementation, strings",4974
Chtholly's request,897,B,brute force,6905
Rumor,893,C,"dfs and similar, graphs, greedy",19808
Pride,891,A,"brute force, dp, greedy, math, number theory",9179
K-Dominant Character,888,C,"binary search, implementation, two pointers",7627
Solution for Cube,887,C,"brute force, implementation",2783
Cubes for Masha,887,B,"brute force, implementation",5043
Petya and Catacombs,886,C,"dsu, greedy, implementation, trees",5360
Bertown Subway,884,C,"dfs and similar, greedy, math",4488
Lost in Transliteration,883,F,implementation,2195
Field of Wonders,883,E,"implementation, strings",1843
Nikita and string,877,B,"brute force, dp",9597
Divisiblity of Differences,876,B,"implementation, math, number theory",8331
Sorting the Coins,875,B,"dsu, implementation, sortings, two pointers",5051
Balanced Substring,873,B,"dp, implementation",7110
Maximum splitting,870,C,"dp, greedy, math, number theory",8688
Qualification Rounds,868,C,"bitmasks, brute force, constructive algorithms, dp",4425
Race Against Time,868,B,implementation,3567
Save the problem!,865,A,constructive algorithms,4095
Make a Permutation!,864,D,"greedy, implementation, math",5833
Bus,864,C,"greedy, implementation, math",5751
Kayaking,863,B,"brute force, greedy, sortings",6876
Mahmoud and Ehab and the bipartiteness,862,B,"dfs and similar, graphs, trees",14545
Pie Rules,859,C,"dp, games",5070
Did you mean...,858,C,"dp, greedy, implementation",5318
Which floor?,858,B,"brute force, implementation",3588
Marvolo Gaunt's Ring,855,B,"brute force, data structures, dp",8040
Planning,853,A,greedy,5665
Arpa and an exam about geometry,851,B,"geometry, math",5242
Union of Doubly Linked Lists,847,A,implementation,3222
Curriculum Vitae,846,A,"brute force, implementation",4052
Two TVs,845,C,"data structures, greedy, sortings",7088
Rectangles,844,B,"combinatorics, math",6558
Sorting by Subsequences,843,A,"dfs and similar, dsu, implementation, math, sortings",5458
Leha and Function,840,A,"combinatorics, greedy, math, number theory, sortings",6875
Journey,839,C,"dfs and similar, dp, graphs, probabilities, trees",14898
Binary Blocks,838,A,brute force,885
Two Seals,837,C,"brute force, implementation",3839
Black Square,828,B,implementation,5592
Suitable Replacement,825,D,"binary search, greedy, implementation",3099
Okabe and Boxes,821,C,"data structures, greedy, trees",6303
Okabe and Banana Trees,821,B,"brute force, math",5540
Mister B and Angle in Polygon,820,B,"constructive algorithms, geometry, math",4984
Makes And The Product,817,B,"combinatorics, implementation, math, sortings",5267
Karen and Coffee,816,B,"binary search, data structures, implementation",14735
An express train to reveries,814,B,constructive algorithms,5458
Sagheer and Nubian Market,812,C,"binary search, sortings",12317
Summer sell-off,810,B,"greedy, sortings",10359
Do you want a date?,809,A,"implementation, math, sortings",4585
Tea Party,808,C,"constructive algorithms, greedy, sortings",5805
Average Sleep Time,808,B,"data structures, implementation, math",6035
T-Shirt Hunt,807,B,"brute force, implementation",3501
Minimum number of steps,804,B,"combinatorics, greedy, implementation, math",9158
Maximal Binary Matrix,803,A,constructive algorithms,4549
Send the Fool Further! (easy),802,J,"dfs and similar, graphs, trees",3693
T-shirt buying,799,B,"data structures, implementation",7941
Mike and strings,798,B,"brute force, dp, strings",8044
Odd sum,797,B,"dp, greedy, implementation",9770
Find The Bone,796,B,implementation,8716
Counting-out Rhyme,792,B,implementation,5769
Not Afraid,787,B,"greedy, implementation, math",5521
Game of Credit Cards,777,B,"data structures, dp, greedy, sortings",9093
Lie or Truth,774,D,"*special, constructive algorithms, implementation, sortings",1863
Bear and Different Names,771,B,"constructive algorithms, greedy",6531
Bear and Friendship Condition,771,A,"dfs and similar, dsu, graphs",13843
Draw Brackets!,770,D,"*special, implementation",1551
Online Courses In BSU,770,C,"*special, dfs and similar, graphs, implementation",2429
Maximize Sum of Digits,770,B,"*special, implementation, math",2647
USB vs. PS/2,762,B,"greedy, implementation, sortings, two pointers",6888
k-th divisor,762,A,"math, number theory",16509
Dasha and Password,761,C,"brute force, dp, implementation",5595
Dasha and friends,761,B,"brute force, implementation, math",6563
Frodo and pillows,760,B,"binary search, greedy",5689
Bash's Big Day,757,B,"greedy, math, number theory",9298
PolandBall and Forest,755,C,"dfs and similar, dsu, graphs, interactive, trees",10805
New Year and North Pole,750,B,"geometry, implementation",9160
Voting,749,C,"greedy, implementation, two pointers",5798
Santa Claus and Robot,748,C,"constructive algorithms, math",4498
Santa Claus and Keyboard Check,748,B,"implementation, strings",5236
Servers,747,C,implementation,4354
Green and Black Tea,746,D,"constructive algorithms, greedy, math",4859
Hongcow Solves A Puzzle,745,B,implementation,3639
Hongcow Builds A Nation,744,A,"dfs and similar, graphs",7531
Vladik and fractions,743,C,"brute force, constructive algorithms, math, number theory",11304
Arpa’s obvious problem and Mehrdad’s terrible solution,742,B,"brute force, math, number theory",8769
Alyona and copybooks,740,A,"brute force, implementation",8345
Delete Them,730,H,"constructive algorithms, implementation",2877
Guess the Array,727,C,"constructive algorithms, interactive, math",6400
Batch Sort,724,B,"brute force, greedy, implementation, math",3886
Broken Clock,722,A,"brute force, implementation",6101
Anatoly and Cockroaches,719,B,greedy,7873
Complete the Word,716,B,"greedy, two pointers",11111
Sonya and Queries,713,A,"data structures, implementation",8192
Chris and Magic Square,711,B,"constructive algorithms, implementation",7876
Magic Odd Square,710,C,"constructive algorithms, math",4840
Optimal Point on a Line,710,B,"brute force, sortings",8254
Checkpoints,709,B,"greedy, implementation, sortings",4651
Pythagorean Triples,707,C,"math, number theory",11604
Bakery,707,B,graphs,12162
Mishka and trip,703,B,"implementation, math",5579
Cellular Network,702,C,"binary search, implementation, two pointers",10987
Powers of Two,702,B,"brute force, data structures, implementation, math",10658
They Are Everywhere,701,C,"binary search, strings, two pointers",12267
One Bomb,699,B,implementation,7046
Vacations,698,A,dp,26341
Barnicle,697,B,"brute force, implementation, math, strings",5611
Lorenzo Von Matterhorn,696,A,"brute force, data structures, implementation, trees",5888
Tree of Life (easy),690,F1,,2048
Brain Network (medium),690,C2,"dfs and similar, graphs, trees",3386
Brain Network (easy),690,C1,,2573
Mike and Cellphone,689,A,"brute force, constructive algorithms, implementation",5115
NP-Hard Problem,687,A,"dfs and similar, graphs",12703
Chocolate Bar,683,D,"*special, math",293
Economy Game,681,B,brute force,8103
Bear and Prime 100,679,A,"constructive algorithms, interactive, math",11222
Vanya and Label,677,C,"bitmasks, combinatorics, implementation, strings",6152
Vanya and Food Processor,677,B,"implementation, math",7016
Vasya and String,676,C,"binary search, dp, strings, two pointers",16923
Pyramid of Glasses,676,B,"implementation, math, math",5376
Restoring Painting,675,B,"brute force, constructive algorithms, math",7115
Problems for Round,673,B,"greedy, implementation",3463
Magic Powder - 2,670,D2,"binary search, implementation",11745
Magic Powder - 1,670,D1,"binary search, brute force, implementation",14293
Cinema,670,C,"implementation, sortings",8593
Simple Strings,665,C,"dp, greedy, strings",8392
Shopping,665,B,brute force,3360
Lazy Caterer Sequence,661,A,*special,607
Bicycle Race,659,D,"geometry, implementation, math",5962
Qualifying Contest,659,B,"constructive algorithms, sortings",6029
Bear and Compressing,653,B,"brute force, dfs and similar, dp, strings",4799
Gabriel and Caterpillar,652,A,"implementation, math",4375
Watchmen,650,A,"data structures, geometry, math",14078
Bear and Colors,643,A,implementation,4007
Little Artem and Matrix,641,B,implementation,3657
Making Genome in Berland,638,B,"*special, dfs and similar, strings",1865
Promocodes with Mistakes,637,C,"*special, brute force, constructive algorithms, implementation",2388
Island Puzzle,634,A,"constructive algorithms, implementation",3027
A Trivial Problem,633,B,"brute force, constructive algorithms, math, number theory",6377
"Alice, Bob, Two Teams",632,B,"brute force, constructive algorithms",3748
Forecast,630,N,math,4342
Cracking the Code,630,L,"implementation, math",3322
Indivisibility,630,K,"math, number theory",4739
Benches,630,H,"combinatorics, math",4354
Selection of Personnel,630,F,"combinatorics, math",6199
Bear and String Distance,628,C,"greedy, strings",5365
New Skateboard,628,B,dp,9736
Cards,626,B,"constructive algorithms, dp, math",6415
K-special Tables,625,C,"constructive algorithms, implementation",6531
Wet Shark and Bishops,621,B,"combinatorics, implementation",10199
Pearls in a Row,620,C,greedy,5847
Chocolate,617,B,combinatorics,16311
Gena's Code,614,B,"implementation, math",6618
Link/Cut Tree,614,A,"brute force, implementation",7284
Replace To Make Regular Bracket Sequence,612,C,"data structures, expression parsing, math",7095
The Text Splitting,612,A,"brute force, implementation, strings",6759
New Year and Domino,611,C,"dp, implementation",8185
New Year and Old Property,611,B,"bitmasks, brute force, implementation",9008
Vika and Squares,610,B,"constructive algorithms, implementation",6819
Load Balancing,609,C,"implementation, math",6048
Hamming Distance Sum,608,B,"combinatorics, strings",6275
More Cowbell,604,B,"binary search, greedy",8086
Approximating a Constant Range,602,B,"dp, implementation, two pointers",9997
Queries about less or equal elements,600,B,"binary search, data structures, sortings, two pointers",24877
Spongebob and Joke,599,B,implementation,4245
Queries on a String,598,B,"implementation, strings",9906
Duff in Love,588,B,math,13092
Duff and Weight Lifting,587,A,greedy,7182
Laurenty and Shop,586,B,implementation,5057
Kolya and Tanya ,584,B,combinatorics,10736
Developing Skills,581,C,"implementation, math, sortings",7113
Kefa and Park,580,C,"dfs and similar, graphs, trees",36587
Kefa and Company,580,B,"binary search, sortings, two pointers",23126
Finding Team Member,579,B,"brute force, implementation, sortings",5143
Vasya and Petya's Game,576,A,"math, number theory",12160
Bear and Three Musketeers,574,B,"brute force, dfs and similar, graphs, hashing",7436
Bear and Poker,573,A,"implementation, math, number theory",15569
Order Book,572,B,"data structures, greedy, implementation, sortings",6546
Simple Game,570,B,"constructive algorithms, games, greedy, implementation, math",15250
Music,569,A,"implementation, math",4653
Berland National Library,567,B,implementation,7851
Clique in the Divisibility Graph,566,F,"dp, math, number theory",3370
Amr and The Large Array,558,B,implementation,7262
Pasha and Tea,557,B,"constructive algorithms, implementation, math, sortings",6991
Case of Matryoshkas,555,A,implementation,6067
Kyoya and Colored Balls,553,A,"combinatorics, dp, math",8014
Divisibility by Eight,550,C,"brute force, dp, math",25598
Preparing Olympiad,550,B,"bitmasks, brute force",17537
Two Substrings,550,A,"brute force, dp, greedy, implementation, strings",34082
Mike and Fun,548,B,"brute force, dp, greedy, implementation",8060
Soldier and Cards,546,C,"brute force, dfs and similar, games",16032
Queue,545,D,"greedy, implementation, sortings",22418
Woodcutters,545,C,"dp, greedy",24458
Sea and Islands,544,B,"constructive algorithms, implementation",7622
Quasi Binary,538,B,"constructive algorithms, dp, greedy, implementation",16807
Cutting Banner,538,A,"brute force, implementation",6569
Covered Path,534,B,"dp, greedy, math",9406
Diophantine equation,530,C,*special,528
Quadratic equation,530,A,*special,657
Glass Carving,527,C,"binary search, data structures, implementation",6469
Error Correct System,527,B,greedy,3802
Om Nom and Dark Park,526,B,"dfs and similar, greedy, implementation",4409
King of Thieves,526,A,"brute force, implementation",4687
Pasha and String,525,B,"constructive algorithms, greedy, math, strings",8921
Name Quest,523,C,"*special, greedy",2443
Mean Requests,523,B,"*special, implementation",930
DNA Alignment,520,C,"math, strings",4017
Two Buttons,520,B,"dfs and similar, graphs, greedy, implementation, math, shortest paths",43891
A and B and Team Training,519,C,"greedy, implementation, math, number theory",18766
Tanya and Postcard,518,B,"greedy, implementation, strings",7630
Drazil and Factorial,515,C,"greedy, math, sortings",23516
Drazil and His Happy Friends,515,B,"brute force, dsu, meet-in-the-middle, number theory",7230
Han Solo and Lazer Gun,514,B,"brute force, data structures, geometry, implementation, math",18981
Permutations,513,B1,brute force,3542
Fox And Two Dots,510,B,dfs and similar,12849
Painting Pebbles,509,B,"constructive algorithms, greedy, implementation",9315
Anton and currency you all know,508,B,"greedy, math, strings",21180
Amr and Pins,507,B,"geometry, math",22757
Mr. Kitayuta's Colorful Graph,505,B,"dfs and similar, dp, dsu, graphs",11507
Misha and Forest,501,C,"constructive algorithms, data structures, greedy, sortings, trees",5386
Removing Columns,496,C,"brute force, constructive algorithms, implementation",7442
Secret Combination,496,B,"brute force, constructive algorithms, implementation",5691
Treasure,494,A,greedy,5986
Vasya and Wrestling,493,B,implementation,12633
Vasya and Football,493,A,implementation,5908
Vanya and Exams,492,C,"greedy, sortings",12726
Queue,490,B,"dsu, implementation",5730
Given Length and Sum of Digits...,489,C,"dp, greedy, implementation",42271
OR in Matrix,486,B,"greedy, hashing, implementation",15877
Valuable Resources,485,B,"brute force, greedy",6369
Factory,485,A,"implementation, math, matrices",7851
Exams,479,C,"greedy, sortings",26997
Towers,479,B,"brute force, constructive algorithms, greedy, implementation, sortings",7373
Random Teams,478,B,"combinatorics, constructive algorithms, greedy, math",33205
Dreamoon and WiFi,476,B,"bitmasks, brute force, combinatorics, dp, math, probabilities",27176
Strongly Connected City,475,B,"brute force, dfs and similar, graphs, implementation",7968
Design Tutorial: Make It Nondeterministic,472,C,greedy,6246
Design Tutorial: Learn from Life,472,B,,6923
MUH and Important Things,471,B,"implementation, sortings",5807
Crystal Ball Sequence,470,A,"*special, implementation",651
Chat Online,469,B,implementation,11917
24 Game,468,A,"constructive algorithms, greedy, math",7531
Appleman and Card Game,462,B,greedy,13067
Little Dima and Equation,460,B,"brute force, implementation, math, number theory",11343
Pashmak and Flowers,459,B,"combinatorics, implementation, sortings",35873
Boredom,455,A,dp,50465
Sort the Array,451,B,"implementation, sortings",39834
Jzzhu and Sequences,450,B,"implementation, math",23800
Suffix Structures,448,B,"implementation, strings",14804
DZY Loves Chemistry,445,B,"dfs and similar, dsu, greedy",11520
Kolya and Tandem Repeat,443,B,"brute force, implementation, strings",3887
Valera and Tubes ,441,C,"constructive algorithms, dfs and similar, implementation",10573
Valera and Fruits,441,B,"greedy, implementation",6741
The Child and Toy,437,C,"graphs, greedy, sortings",13087
The Child and Set,437,B,"bitmasks, greedy, implementation, sortings",8838
The Child and Homework,437,A,implementation,8679
Om Nom and Spiders,436,B,"implementation, math",3011
Feed with Candy,436,A,greedy,3312
Pasha Maximizes,435,B,greedy,6573
Balls Game,430,B,"brute force, two pointers",3530
Xor-tree,429,A,"dfs and similar, trees",9458
Sereja and Mirroring,426,B,implementation,3690
Sereja and Swaps,425,A,"brute force, sortings",3727
Football,417,C,"constructive algorithms, graphs, implementation",4514
Crash,417,B,implementation,1715
Elimination,417,A,"dp, implementation, math",2764
Art Union,416,B,"brute force, dp, implementation",8242
Guess a number!,416,A,"greedy, implementation, two pointers",8348
Mashmokh and Tokens,415,B,"binary search, greedy, implementation, math",5932
Mashmokh and ACM,414,B,"combinatorics, dp, number theory",19094
Mashmokh and Numbers,414,A,"constructive algorithms, number theory",9411
Jeopardy!,413,C,"greedy, math",2210
Spyke Chatting,413,B,implementation,1641
A + B Strikes Back,409,H,"*special, brute force, constructive algorithms, dsu, implementation",8169
Marathon,404,B,"implementation, math",2857
Searching for Graph,402,C,"brute force, constructive algorithms, graphs",5494
Trees in a Row,402,B,"brute force, implementation",3608
Team,401,C,"constructive algorithms, greedy, implementation",18220
Inna and Huge Candy Matrix,400,C,"implementation, math",2839
Fox and Box Accumulation,388,A,"greedy, sortings",10766
"Fly, freebies, fly!",386,B,"binary search, brute force, implementation",2013
Multitasking,384,B,"greedy, implementation, sortings, two pointers",3386
New Year Ratings Change,379,C,"greedy, sortings",6375
Semifinals,378,B,"implementation, sortings",4949
I.O.U.,376,B,implementation,5863
Inna and Nine,374,B,"combinatorics, greedy",3177
Fox Dividing Cheese,371,B,"math, number theory",10374
Berland Bingo,370,B,implementation,2420
Valera and Contest,369,B,"constructive algorithms, implementation, math",6123
Sereja and Algorithm ,367,A,"data structures, implementation",4239
Fixing Typos,363,C,"greedy, implementation",12623
Two Semiknights Meet,362,A,"greedy, math",2572
Permutation,359,B,"constructive algorithms, dp, math",7403
Dima and Text Messages,358,B,"brute force, strings",3615
Dima and Continuous Line,358,A,"brute force, implementation",7440
Flag Day,357,B,"constructive algorithms, implementation",7809
Knight Tournament,356,A,"data structures, dsu",12015
Vasya and Robot,354,A,"brute force, greedy, math",5280
Jeff and Periods,352,B,"implementation, sortings",15034
Resort,350,B,graphs,2962
Difference Row,347,A,"constructive algorithms, implementation, sortings",8426
Expecting Trouble,345,A,"*special, probabilities",460
Xenia and Spies,342,B,"brute force, greedy, implementation",3924
Bubble Sort Graph,340,D,"binary search, data structures, dp",6711
Routine Problem,337,B,"greedy, math, number theory",8739
Banana,335,A,"binary search, constructive algorithms, greedy",2411
Eight Point Sets,334,B,sortings,3479
Maximum Absurdity,332,B,"data structures, dp, implementation",7601
Down the Hatch!,332,A,implementation,3489
Oh Sweet Beaverette,331,A2,"data structures, sortings",1334
Oh Sweet Beaverette,331,A1,"brute force, implementation",1284
Road Construction,330,B,"constructive algorithms, graphs",15361
Biridian Forest,329,B,"dfs and similar, shortest paths",5640
Purification,329,A,"constructive algorithms, greedy",4496
Sheldon and Ice Pieces,328,B,greedy,1172
Square and Rectangles,325,A,implementation,2102
Ping-Pong (Easy Version),320,B,"dfs and similar, graphs",6877
Strings of Power,318,B,"implementation, strings, two pointers",7131
Summer Homework,316,E1,"brute force, data structures",1424
EKG,316,B1,"brute force, dfs and similar",1339
Special Task,316,A2,math,2063
Sereja and Bottles,315,A,brute force,10173
Ilya and Matrix,313,C,"constructive algorithms, greedy, implementation, sortings",5397
Archer,312,B,"math, probabilities",10561
The Closest Pair,311,A,"constructive algorithms, implementation",3933
Calendar,304,B,"brute force, implementation",2858
Lucky Permutation Triple,303,A,"constructive algorithms, implementation, math",7409
Coach,300,B,"brute force, dfs and similar, graphs",5825
Snow Footprints,298,A,"greedy, implementation",9995
Greg and Array,295,A,"data structures, implementation",14721
Weird Game,293,A,"games, greedy",2676
Command Line Arguments,291,B,"*special, implementation, strings",2965
Orange,290,D,"*special, implementation",1735
QR code,290,B,"*special, implementation",2314
Mysterious strings,290,A,"*special, implementation",2845
Polo the Penguin and Matrix,289,B,"brute force, dp, implementation, sortings, ternary search",16075
Polo the Penguin and Houses ,288,B,combinatorics,2760
Polo the Penguin and Strings,288,A,greedy,6189
Lucky Permutation,286,A,"constructive algorithms, math",3037
Cows and Primitive Roots,284,A,"implementation, math, number theory",6162
XOR and OR,282,C,"constructive algorithms, implementation, math",8771
Painting Eggs,282,B,"greedy, math",12095
Books,279,B,"binary search, brute force, implementation, two pointers",42283
Point on Spiral,279,A,"brute force, geometry, implementation",5350
New Problem,278,B,"brute force, strings",3355
Learning Languages,277,A,"dfs and similar, dsu",16713
Little Girl and Maximum Sum,276,C,"data structures, greedy, implementation, sortings",21796
Little Girl and Game,276,B,"games, greedy",25060
k-Multiple Free Set,274,A,"binary search, greedy, sortings",9597
Dima and Staircase,272,C,"data structures, implementation",6540
Dima and Sequence,272,B,"implementation, math",3810
Secret,271,C,"constructive algorithms, implementation",2853
Prime Matrix,271,B,"binary search, brute force, math, number theory",11763
Multithreading,270,B,"data structures, greedy, implementation",4017
Beautiful Sets of Points,268,C,"constructive algorithms, implementation",12926
Good Sequences,264,B,"dp, number theory",9165
Maxim and Discounts,261,A,"greedy, sortings",4967
Adding Digits,260,A,"implementation, math",13372
Playing Cubes,257,B,"games, greedy, implementation",6602
Almost Arithmetical Progression,255,C,"brute force, dp",4496
Jury Size,254,B,"brute force, implementation",2093
Physics Practical,253,B,"binary search, dp, sortings, two pointers",9851
Points on Line,251,A,"binary search, combinatorics, two pointers",15628
Restoring IPv6,250,B,"implementation, strings",1892
Chilly Willy,248,B,"math, number theory",5013
Increase and Decrease,246,B,"greedy, math",10470
Mishap in Club,245,E,"greedy, implementation",3156
Restoring Table,245,D,"constructive algorithms, greedy",2142
Old Peykan,241,A,greedy,2174
Easy Tape Programming,239,B,"brute force, implementation",1323
Not Wool Sequences,238,A,"constructive algorithms, math",1970
Young Table,237,B,"implementation, sortings",2148
Easy Number Challenge,236,B,"implementation, number theory",12563
Weather,234,C,"dp, implementation",5170
Non-square Equation,233,B,"binary search, brute force, math",6989
"Magic, Wizardry and Wonders",231,B,"constructive algorithms, greedy",3476
T-primes,230,B,"binary search, implementation, math, number theory",63603
Shifts,229,A,"brute force, two pointers",3351
Two Tables,228,B,"brute force, implementation",3381
