Handle,Max Rating_x,Result,Solved Problems,Problem Count
Mint_Ice,1699.0,Yes,"{(1768, 'C'), (1851, 'E'), (1857, 'D'), (1869, 'C'), (1867, 'C'), (1739, 'C'), (1857, 'E'), (1863, 'D'), (1721, 'C'), (1771, 'B'), (1772, 'D'), (1879, 'C'), (1758, 'C'), (1870, 'C'), (1851, 'D'), (1749, 'C'), (1775, 'B'), (1742, 'F'), (1862, 'D'), (1736, 'C1'), (1858, 'B')}",21
Mythic_Yggdrasil,1860.0,Yes,"{(1800, 'E1'), (1786, 'B'), (1800, 'E2'), (1804, 'C'), (1842, 'C'), (1839, 'C'), (1831, 'C'), (1805, 'C')}",8
ansh.chaturmohta,1658.0,Yes,"{(1768, 'C'), (1313, 'C1'), (469, 'B'), (690, 'C1'), (1833, 'D'), (1517, 'C'), (1766, 'C'), (1515, 'C'), (1605, 'C'), (1660, 'C'), (1829, 'F'), (1726, 'C'), (1692, 'G'), (1847, 'C'), (1081, 'C'), (1519, 'C'), (1526, 'C1'), (1609, 'C'), (352, 'B'), (330, 'B'), (1650, 'D'), (486, 'B'), (1717, 'C'), (1744, 'E1'), (1728, 'C'), (1270, 'C'), (1573, 'B'), (448, 'B'), (1506, 'D'), (1722, 'G'), (1705, 'C'), (1732, 'D1'), (1694, 'C'), (450, 'B'), (455, 'A'), (877, 'B'), (1711, 'B'), (1526, 'B'), (1840, 'D'), (1245, 'C'), (1762, 'C'), (1711, 'C'), (1788, 'C'), (478, 'B'), (1088, 'C'), (282, 'B'), (799, 'B'), (1846, 'E1'), (1767, 'D'), (1857, 'D'), (1873, 'G'), (1579, 'C'), (1249, 'B2'), (1845, 'C'), (1380, 'B'), (1673, 'C'), (757, 'B'), (1684, 'C'), (1794, 'C'), (1105, 'C'), (1547, 'E'), (1792, 'C'), (1106, 'D'), (1791, 'F'), (1515, 'D'), (1676, 'G'), (1771, 'B'), (1773, 'E'), (1775, 'B'), (1562, 'C'), (1742, 'F'), (441, 'C'), (1201, 'C'), (1627, 'B'), (1790, 'E'), (1059, 'B'), (991, 'C'), (1552, 'B'), (1800, 'E1'), (1638, 'C'), (1627, 'C'), (1682, 'C'), (1616, 'C'), (1873, 'F'), (1675, 'E'), (1676, 'H1'), (414, 'B'), (493, 'B'), (401, 'C'), (1697, 'C'), (546, 'C'), (1690, 'E'), (508, 'B'), (1692, 'F'), (1778, 'B'), (1644, 'C'), (1545, 'A'), (1516, 'B'), (1661, 'B'), (1579, 'D'), (1542, 'B'), (1621, 'B'), (1594, 'E1'), (1617, 'C'), (1606, 'C'), (4, 'C'), (1634, 'B'), (1555, 'C'), (1372, 'B'), (1066, 'B'), (978, 'F'), (276, 'B'), (978, 'E'), (1611, 'D'), (1795, 'C'), (1360, 'D'), (1066, 'C'), (1624, 'D'), (1548, 'A'), (1691, 'C'), (1612, 'C'), (489, 'C'), (1706, 'C'), (1800, 'E2'), (1629, 'C'), (1719, 'C'), (1615, 'B'), (978, 'D'), (199, 'D'), (279, 'B'), (1789, 'C'), (862, 'B'), (1379, 'B'), (1166, 'C'), (1721, 'C'), (1742, 'G'), (1670, 'C'), (1618, 'D'), (1607, 'D'), (1676, 'F'), (230, 'B'), (479, 'C'), (545, 'C'), (1119, 'B'), (507, 'B'), (1675, 'D'), (1741, 'D'), (1236, 'C'), (1551, 'B2'), (760, 'B'), (509, 'B'), (1130, 'C'), (1506, 'E'), (1647, 'C')}",154
LC_535,1746.0,Yes,"{(1735, 'C'), (1733, 'C'), (1746, 'C'), (1682, 'C'), (1676, 'H2'), (1676, 'H1'), (1739, 'C'), (1733, 'D1'), (1728, 'C'), (1717, 'C'), (1719, 'C'), (1778, 'B'), (1721, 'C'), (1676, 'G'), (1679, 'C'), (1618, 'D'), (1307, 'C'), (1607, 'D'), (1738, 'C'), (1776, 'H'), (1786, 'B'), (1775, 'B'), (1676, 'F'), (1776, 'L'), (1736, 'C1'), (1795, 'C'), (1698, 'C'), (1788, 'C')}",28
Menos,1788.0,Yes,"{(1077, 'C'), (1726, 'C'), (1249, 'C1'), (1215, 'B'), (1475, 'C'), (1609, 'C'), (702, 'B'), (1270, 'C'), (1573, 'B'), (1415, 'C'), (915, 'B'), (1879, 'C'), (994, 'B'), (455, 'A'), (1284, 'B'), (877, 'B'), (626, 'B'), (1526, 'B'), (166, 'E'), (1696, 'C'), (1341, 'B'), (1101, 'B'), (1339, 'C'), (573, 'A'), (1418, 'C'), (1355, 'D'), (485, 'A'), (1167, 'C'), (1312, 'C'), (1556, 'B'), (1794, 'C'), (416, 'B'), (665, 'C'), (550, 'B'), (1631, 'C'), (698, 'A'), (1380, 'C'), (1369, 'C'), (1107, 'C'), (1256, 'B'), (1385, 'D'), (1374, 'D'), (580, 'B'), (1562, 'C'), (1363, 'B'), (1546, 'C'), (1535, 'C'), (146, 'B'), (174, 'B'), (1560, 'D'), (1110, 'C'), (1454, 'D'), (610, 'B'), (1675, 'E'), (359, 'B'), (670, 'D1'), (545, 'D'), (1559, 'D1'), (1393, 'B'), (253, 'B'), (44, 'E'), (1733, 'D1'), (1669, 'H'), (295, 'A'), (1461, 'B'), (1579, 'D'), (1278, 'B'), (1265, 'C'), (1203, 'E'), (1421, 'C'), (1855, 'C1'), (1555, 'C'), (120, 'F'), (1426, 'D'), (1157, 'C1'), (1372, 'C'), (987, 'C'), (1279, 'B'), (870, 'C'), (1521, 'B'), (264, 'B'), (25, 'A'), (1451, 'C'), (940, 'B'), (1189, 'C'), (676, 'C'), (332, 'B'), (1800, 'E2'), (1391, 'C'), (1285, 'C'), (1296, 'C'), (1789, 'C'), (1872, 'E'), (534, 'B'), (1538, 'C'), (1721, 'C'), (932, 'B'), (1366, 'B'), (1850, 'F'), (602, 'B'), (1513, 'B'), (611, 'C'), (507, 'B'), (1326, 'C'), (919, 'C'), (1234, 'B2'), (538, 'A'), (1506, 'E'), (777, 'B'), (1037, 'C'), (1519, 'C'), (1650, 'D'), (1399, 'D'), (1494, 'B'), (1217, 'A'), (1492, 'C'), (1863, 'D'), (1375, 'C'), (1506, 'D'), (1549, 'C'), (1705, 'C'), (450, 'B'), (1443, 'C'), (1350, 'B'), (1418, 'B'), (1407, 'B'), (1301, 'B'), (548, 'B'), (1873, 'G'), (1579, 'C'), (1473, 'C'), (1367, 'C'), (1105, 'C'), (1547, 'E'), (1792, 'C'), (1569, 'C'), (44, 'C'), (990, 'C'), (1775, 'B'), (1282, 'B1'), (289, 'B'), (1769, 'B2'), (1547, 'D'), (1203, 'C'), (1790, 'E'), (1108, 'C'), (1748, 'B'), (1004, 'B'), (1486, 'B'), (1735, 'C'), (742, 'B'), (1165, 'C'), (414, 'B'), (1303, 'B'), (570, 'B'), (1490, 'E'), (1459, 'B'), (1697, 'C'), (546, 'C'), (401, 'C'), (1208, 'B'), (1037, 'A'), (977, 'E'), (1692, 'F'), (1195, 'C'), (982, 'C'), (1516, 'B'), (1714, 'E'), (1661, 'B'), (1265, 'B'), (510, 'B'), (1659, 'C'), (1760, 'F'), (519, 'C'), (1408, 'C'), (1520, 'E'), (1738, 'C'), (1634, 'B'), (180, 'C'), (1372, 'B'), (221, 'B'), (1736, 'C1'), (1795, 'C'), (1051, 'C'), (977, 'D'), (1304, 'C'), (1178, 'B'), (276, 'C'), (1176, 'C'), (1612, 'C'), (1433, 'E'), (1651, 'C'), (489, 'C'), (1400, 'C'), (1389, 'C'), (1490, 'F'), (1285, 'B'), (900, 'B'), (1574, 'C'), (1719, 'C'), (1615, 'B'), (1864, 'C'), (1468, 'C'), (265, 'D'), (1602, 'C'), (1364, 'B'), (189, 'A'), (600, 'B'), (1462, 'D'), (1670, 'C'), (1618, 'D'), (1419, 'C'), (1315, 'B'), (1676, 'F'), (1425, 'F'), (1675, 'D'), (492, 'C'), (1551, 'B2'), (1370, 'C'), (1381, 'A1'), (1037, 'B'), (1768, 'C'), (1313, 'C1'), (1851, 'E'), (1517, 'C'), (1605, 'C'), (1332, 'C'), (1526, 'C1'), (330, 'B'), (1108, 'D'), (670, 'D2'), (1354, 'C1'), (991, 'D'), (277, 'A'), (1536, 'C'), (1443, 'B'), (1362, 'C'), (1373, 'C'), (873, 'B'), (1604, 'C'), (1749, 'C'), (1005, 'C'), (1379, 'A'), (505, 'B'), (1260, 'B'), (1272, 'D'), (1084, 'C'), (1328, 'B'), (1858, 'B'), (1484, 'B'), (478, 'B'), (1471, 'C'), (1424, 'G'), (1684, 'C'), (1360, 'E'), (1553, 'D'), (816, 'B'), (1515, 'D'), (356, 'A'), (1307, 'C'), (1348, 'B'), (1201, 'C'), (1095, 'C'), (1654, 'C'), (1352, 'E'), (1321, 'B'), (771, 'A'), (797, 'B'), (1552, 'B'), (1800, 'E1'), (1733, 'C'), (1638, 'C'), (1627, 'C'), (1616, 'C'), (1365, 'C'), (1873, 'F'), (1676, 'H1'), (1690, 'E'), (1659, 'B'), (508, 'B'), (1487, 'D'), (550, 'A'), (1476, 'B'), (1621, 'B'), (1462, 'E1'), (1646, 'C'), (4, 'C'), (1040, 'B'), (893, 'C'), (538, 'B'), (276, 'B'), (1187, 'B'), (1368, 'C'), (1352, 'F'), (1624, 'D'), (1005, 'D'), (1561, 'C'), (1706, 'C'), (462, 'B'), (451, 'B'), (1335, 'D'), (1324, 'D'), (598, 'B'), (340, 'D'), (1629, 'C'), (1534, 'C'), (1668, 'C'), (2, 'A'), (279, 'B'), (1157, 'B'), (1417, 'C'), (891, 'A'), (928, 'B'), (1870, 'C'), (230, 'B'), (1234, 'C'), (479, 'C'), (628, 'B'), (617, 'B'), (1804, 'C'), (1741, 'D'), (1698, 'C'), (1332, 'B'), (553, 'A'), (1515, 'C'), (1660, 'C'), (1649, 'C'), (1253, 'C'), (1692, 'G'), (1538, 'F'), (1728, 'C'), (1466, 'C'), (659, 'D'), (1371, 'C'), (975, 'C'), (1498, 'B'), (96, 'B'), (1679, 'C'), (1772, 'D'), (1311, 'C'), (1711, 'B'), (1245, 'C'), (888, 'C'), (1788, 'C'), (271, 'B'), (1207, 'C'), (1144, 'D'), (1249, 'B2'), (839, 'C'), (1183, 'D'), (757, 'B'), (1739, 'C'), (1307, 'B'), (1463, 'B'), (1701, 'C'), (1452, 'B'), (719, 'B'), (550, 'C'), (1201, 'B'), (1294, 'C'), (1676, 'G'), (1758, 'C'), (514, 'B'), (1851, 'D'), (1401, 'C'), (580, 'C'), (1627, 'B'), (476, 'B'), (1365, 'B'), (1682, 'C'), (1676, 'H2'), (1182, 'B'), (1292, 'A'), (1499, 'C'), (1644, 'C'), (1259, 'C'), (1420, 'C1'), (220, 'A'), (653, 'B'), (1542, 'B'), (1461, 'C'), (1409, 'D'), (1368, 'B'), (1617, 'C'), (855, 'B'), (1382, 'C1'), (459, 'B'), (1611, 'D'), (1360, 'D'), (1225, 'B2'), (1810, 'C'), (670, 'C'), (234, 'C'), (1867, 'C'), (515, 'C'), (26, 'B'), (1352, 'D'), (1553, 'B'), (798, 'B'), (1291, 'B'), (1551, 'C'), (545, 'C'), (441, 'B'), (1330, 'B'), (1183, 'C'), (1649, 'B'), (520, 'B'), (1647, 'C')}",408
_abhay_og,1778.0,Yes,"{(1754, 'C2'), (1692, 'G'), (1847, 'C'), (1825, 'C'), (1526, 'C1'), (1538, 'F'), (926, 'G'), (1838, 'C'), (1809, 'C'), (1338, 'A'), (1863, 'D'), (1722, 'G'), (1772, 'D'), (1732, 'D1'), (1749, 'C'), (1839, 'C'), (1245, 'C'), (1844, 'D'), (1788, 'C'), (1767, 'D'), (1845, 'C'), (1765, 'N'), (1805, 'C'), (1794, 'C'), (1553, 'D'), (1792, 'C'), (1811, 'E'), (926, 'A'), (1091, 'C'), (1786, 'B'), (1775, 'B'), (1754, 'C1'), (1776, 'L'), (580, 'C'), (1614, 'C'), (1800, 'E1'), (1682, 'C'), (1676, 'H2'), (1814, 'C'), (1692, 'F'), (1816, 'C'), (1669, 'H'), (1778, 'B'), (1714, 'E'), (1844, 'C'), (1831, 'C'), (1820, 'C'), (1462, 'E1'), (1850, 'G'), (4, 'C'), (1855, 'C1'), (976, 'B'), (91, 'B'), (1736, 'C1'), (1795, 'C'), (1372, 'C'), (1759, 'E'), (1810, 'C'), (749, 'C'), (650, 'A'), (1691, 'C'), (1823, 'C'), (1323, 'B'), (1774, 'B'), (1389, 'C'), (1837, 'D'), (1725, 'G'), (1800, 'E2'), (1719, 'C'), (1391, 'C'), (1774, 'C'), (755, 'C'), (189, 'A'), (1872, 'E'), (1062, 'B'), (1842, 'C'), (1850, 'F'), (1776, 'H'), (230, 'B'), (1741, 'D'), (1649, 'B'), (296, 'C')}",82
pretty_kitty,1724.0,Yes,"{(1735, 'C'), (1521, 'B'), (1733, 'C'), (1454, 'D'), (1706, 'C'), (1739, 'C'), (1690, 'E'), (1669, 'H'), (1714, 'E'), (1703, 'F'), (1701, 'C'), (1536, 'C'), (633, 'B'), (1721, 'C'), (1772, 'D'), (1705, 'C'), (230, 'B'), (1741, 'D'), (1736, 'C1'), (1698, 'C'), (1370, 'C'), (476, 'B'), (1748, 'B')}",23
xharshvardhan,1670.0,Yes,"{(1851, 'E'), (1517, 'C'), (1624, 'D'), (1846, 'E1'), (1857, 'D'), (1873, 'G'), (1616, 'C'), (1869, 'C'), (1649, 'C'), (1867, 'C'), (1873, 'F'), (1692, 'G'), (1860, 'C'), (1684, 'C'), (357, 'C'), (1303, 'B'), (1805, 'C'), (416, 'B'), (1697, 'C'), (189, 'B'), (1837, 'D'), (1650, 'D'), (1692, 'F'), (1324, 'D'), (1816, 'C'), (1864, 'C'), (1703, 'F'), (1820, 'C'), (1701, 'C'), (1857, 'E'), (1863, 'D'), (189, 'A'), (1872, 'E'), (1542, 'B'), (1850, 'G'), (1842, 'C'), (1362, 'C'), (1879, 'C'), (1850, 'F'), (279, 'A'), (1870, 'C'), (1694, 'C'), (1676, 'F'), (1855, 'C1'), (1526, 'B'), (1840, 'D'), (1862, 'D'), (1698, 'C'), (1649, 'B')}",49
InvictusOcean,1786.0,Yes,"{(1768, 'C'), (1800, 'E1'), (1851, 'E'), (1833, 'D'), (1846, 'E1'), (1767, 'D'), (1857, 'D'), (1873, 'G'), (1766, 'C'), (1821, 'C'), (1869, 'C'), (1845, 'C'), (1867, 'C'), (1873, 'F'), (1829, 'F'), (1860, 'C'), (1847, 'C'), (1825, 'C'), (1823, 'C'), (1814, 'C'), (1794, 'C'), (1805, 'C'), (1761, 'C'), (1765, 'K'), (1837, 'D'), (1765, 'N'), (1800, 'E2'), (1792, 'C'), (1816, 'C'), (1838, 'C'), (814, 'B'), (1864, 'C'), (1818, 'C'), (1866, 'B'), (1811, 'E'), (1774, 'B'), (1844, 'C'), (1820, 'C'), (1809, 'C'), (1791, 'F'), (1857, 'E'), (1863, 'D'), (1789, 'C'), (1872, 'E'), (1850, 'G'), (1759, 'D'), (1771, 'B'), (1772, 'D'), (1879, 'C'), (1758, 'C'), (1870, 'C'), (1773, 'E'), (1851, 'D'), (1839, 'C'), (1786, 'B'), (1742, 'F'), (1855, 'C1'), (1826, 'C'), (1775, 'B'), (166, 'E'), (1840, 'D'), (1862, 'D'), (1804, 'C'), (1759, 'E'), (1762, 'C'), (1795, 'C'), (1774, 'C'), (1844, 'D'), (1830, 'A'), (1764, 'C'), (1858, 'B'), (1790, 'E'), (1748, 'B'), (1788, 'C'), (1810, 'C')}",75
ananymous507,1776.0,Yes,"{(1768, 'C'), (1754, 'C2'), (1215, 'B'), (1749, 'C'), (1792, 'C'), (1737, 'B'), (1754, 'C1'), (1741, 'D'), (1816, 'C'), (1736, 'C1'), (1795, 'C'), (1844, 'D'), (1790, 'E'), (1814, 'C'), (1844, 'C'), (1748, 'B'), (1794, 'C'), (1789, 'C')}",18
qzz,1666.0,Yes,"{(1070, 'F'), (1697, 'C'), (1154, 'C'), (144, 'C'), (441, 'C'), (891, 'A'), (1055, 'B'), (611, 'B'), (1692, 'F'), (515, 'C'), (1102, 'B'), (1691, 'C'), (743, 'C'), (1692, 'G'), (359, 'B'), (538, 'B')}",16
wronganswerrr,1798.0,Yes,"{(1872, 'E'), (1837, 'D'), (1840, 'D'), (1862, 'D'), (1816, 'C'), (1879, 'C'), (1829, 'F'), (1870, 'C'), (1860, 'C'), (1807, 'E'), (1863, 'D')}",11
