Handle,Max Rating_x,Result,Solved Problems,Problem Count
prairie2022,2115.0,Yes,"{(1837, 'D'), (1749, 'C'), (1789, 'C'), (1792, 'C'), (1759, 'D'), (1740, 'D'), (1766, 'C'), (1744, 'E1'), (1771, 'B'), (1772, 'D'), (1795, 'C'), (1740, 'C'), (1864, 'C'), (1870, 'C'), (1765, 'K'), (1759, 'E'), (1805, 'C'), (1863, 'D')}",18
JWRuixi,2106.0,Yes,"{(690, 'C1'), (276, 'C'), (1249, 'B2'), (1326, 'D1'), (1249, 'C1'), (690, 'C2'), (414, 'B'), (1389, 'C'), (665, 'C'), (1249, 'C2'), (1369, 'C'), (550, 'A'), (2, 'A'), (1338, 'A'), (1791, 'F'), (550, 'C'), (1542, 'B'), (1409, 'D'), (1368, 'B'), (897, 'B'), (580, 'B'), (1786, 'B'), (1775, 'B'), (455, 'A'), (545, 'C'), (804, 'B'), (166, 'E'), (1795, 'C'), (580, 'C'), (1372, 'C'), (478, 'B'), (1453, 'B')}",32
Jerry20110434,2190.0,Yes,"{(1754, 'C2'), (1851, 'E'), (1833, 'D'), (1766, 'C'), (1821, 'C'), (1829, 'F'), (1860, 'C'), (1847, 'C'), (1825, 'C'), (1728, 'C'), (1717, 'C'), (1838, 'C'), (1809, 'C'), (1863, 'D'), (1879, 'C'), (1868, 'A'), (1694, 'C'), (1705, 'C'), (1749, 'C'), (1839, 'C'), (1826, 'C'), (1711, 'B'), (1840, 'D'), (1762, 'C'), (1844, 'D'), (1858, 'B'), (1711, 'C'), (1788, 'C'), (1854, 'A1'), (1767, 'D'), (1845, 'C'), (1684, 'C'), (1739, 'C'), (1805, 'C'), (1794, 'C'), (1792, 'C'), (1740, 'D'), (1811, 'E'), (1701, 'C'), (1758, 'C'), (1851, 'D'), (1786, 'B'), (1754, 'C1'), (1817, 'A'), (1667, 'A'), (1748, 'B'), (1737, 'B'), (1735, 'C'), (1800, 'E1'), (1737, 'C'), (1814, 'C'), (1750, 'C'), (1816, 'C'), (1778, 'B'), (1844, 'C'), (1831, 'C'), (1820, 'C'), (1862, 'D'), (1740, 'C'), (1736, 'C1'), (1795, 'C'), (1810, 'C'), (1691, 'C'), (1746, 'C'), (1823, 'C'), (1867, 'C'), (1425, 'H'), (1706, 'C'), (1761, 'C'), (1837, 'D'), (1800, 'E2'), (1719, 'C'), (1864, 'C'), (1789, 'C'), (1872, 'E'), (1842, 'C'), (1648, 'A'), (1870, 'C'), (1804, 'C'), (1764, 'C')}",80
Francesco4203,2130.0,Yes,"{(1768, 'C'), (1605, 'C'), (1660, 'C'), (1649, 'C'), (1847, 'C'), (1650, 'D'), (1728, 'C'), (1717, 'C'), (1838, 'C'), (1809, 'C'), (1863, 'D'), (1679, 'C'), (1179, 'A'), (1705, 'C'), (1694, 'C'), (1604, 'C'), (1839, 'C'), (1711, 'B'), (1844, 'D'), (1830, 'A'), (1819, 'A'), (1858, 'B'), (1711, 'C'), (1845, 'C'), (1673, 'C'), (1739, 'C'), (1556, 'B'), (1631, 'C'), (1815, 'A'), (1817, 'A'), (1776, 'L'), (1654, 'C'), (1352, 'E'), (1616, 'C'), (1638, 'C'), (1682, 'C'), (1814, 'C'), (1697, 'C'), (1690, 'E'), (1659, 'B'), (1778, 'B'), (1644, 'C'), (1844, 'C'), (1661, 'B'), (1659, 'C'), (1621, 'B'), (74, 'B'), (1646, 'C'), (1824, 'A'), (1738, 'C'), (1634, 'B'), (1855, 'C1'), (1736, 'C1'), (976, 'C'), (1624, 'D'), (1612, 'C'), (1691, 'C'), (1867, 'C'), (1651, 'C'), (1706, 'C'), (40, 'A'), (1837, 'D'), (1574, 'C'), (1864, 'C'), (1668, 'C'), (17, 'B'), (1721, 'C'), (1842, 'C'), (1591, 'C'), (1670, 'C'), (1618, 'D'), (1870, 'C'), (1776, 'H'), (230, 'B'), (1804, 'C'), (1698, 'C'), (1764, 'C'), (1649, 'B'), (1647, 'C')}",79
Kita,2137.0,Yes,"{(1768, 'C'), (1754, 'C2'), (1766, 'C'), (1821, 'C'), (1726, 'C'), (1728, 'C'), (1717, 'C'), (1494, 'B'), (1573, 'B'), (1809, 'C'), (1604, 'C'), (1694, 'C'), (1732, 'D1'), (1839, 'C'), (1826, 'C'), (1711, 'B'), (1696, 'C'), (1762, 'C'), (1819, 'A'), (1711, 'C'), (1788, 'C'), (1854, 'A1'), (1767, 'D'), (1794, 'C'), (1805, 'C'), (1547, 'E'), (1553, 'D'), (1792, 'C'), (1631, 'C'), (1201, 'B'), (50, 'B'), (1771, 'B'), (1815, 'A'), (1754, 'C1'), (1817, 'A'), (1627, 'B'), (1748, 'B'), (1614, 'C'), (1737, 'B'), (1735, 'C'), (1638, 'C'), (1627, 'C'), (1616, 'C'), (1737, 'C'), (643, 'A'), (1697, 'C'), (1659, 'B'), (1750, 'C'), (295, 'A'), (1778, 'B'), (1661, 'B'), (1659, 'C'), (1579, 'D'), (1621, 'B'), (1646, 'C'), (1617, 'C'), (1606, 'C'), (1738, 'C'), (1634, 'B'), (1736, 'C1'), (1795, 'C'), (1810, 'C'), (1624, 'D'), (1746, 'C'), (1823, 'C'), (652, 'A'), (1774, 'B'), (1706, 'C'), (1761, 'C'), (1629, 'C'), (1774, 'C'), (1864, 'C'), (1615, 'B'), (1789, 'C'), (1721, 'C'), (1591, 'C'), (1618, 'D'), (1698, 'C'), (1764, 'C')}",79
Issa,2115.0,Yes,"{(1768, 'C'), (1754, 'C2'), (1313, 'C1'), (1766, 'C'), (1077, 'C'), (1143, 'C'), (1660, 'C'), (1253, 'C'), (1726, 'C'), (1332, 'C'), (1649, 'C'), (1860, 'C'), (1847, 'C'), (1326, 'D1'), (1249, 'C1'), (1526, 'C1'), (1609, 'C'), (520, 'B'), (702, 'B'), (1538, 'F'), (1003, 'B'), (1399, 'D'), (1744, 'E1'), (1728, 'C'), (1717, 'C'), (1108, 'D'), (1809, 'C'), (1338, 'A'), (92, 'B'), (277, 'A'), (1492, 'C'), (1863, 'D'), (1003, 'C'), (369, 'B'), (1375, 'C'), (1506, 'D'), (1679, 'C'), (911, 'C'), (159, 'D'), (1879, 'C'), (1340, 'A'), (873, 'B'), (1705, 'C'), (1732, 'D1'), (1749, 'C'), (1694, 'C'), (455, 'A'), (609, 'C'), (1711, 'B'), (1163, 'B1'), (505, 'B'), (166, 'E'), (1272, 'D'), (1084, 'C'), (1819, 'A'), (1844, 'D'), (1328, 'B'), (1858, 'B'), (1101, 'B'), (1711, 'C'), (1167, 'B'), (1788, 'C'), (888, 'C'), (478, 'B'), (256, 'A'), (1418, 'C'), (1869, 'C'), (1249, 'B2'), (279, 'B'), (1167, 'C'), (1183, 'D'), (1673, 'C'), (762, 'A'), (1739, 'C'), (1360, 'E'), (1105, 'C'), (550, 'B'), (233, 'B'), (1547, 'E'), (1553, 'D'), (816, 'B'), (1792, 'C'), (1740, 'D'), (755, 'C'), (698, 'A'), (1106, 'D'), (814, 'B'), (812, 'C'), (251, 'A'), (1701, 'C'), (550, 'C'), (1294, 'C'), (988, 'C'), (1201, 'B'), (1256, 'B'), (1505, 'C'), (356, 'A'), (1676, 'G'), (1385, 'D'), (802, 'J'), (1771, 'B'), (1758, 'C'), (990, 'C'), (1815, 'A'), (1348, 'B'), (1775, 'B'), (1201, 'C'), (580, 'B'), (329, 'B'), (912, 'B'), (1363, 'B'), (1754, 'C1'), (1817, 'A'), (1769, 'B2'), (1547, 'D'), (1203, 'C'), (1654, 'C'), (1296, 'D'), (1352, 'E'), (580, 'C'), (1108, 'C'), (701, 'C'), (1737, 'B'), (1614, 'C'), (1748, 'B'), (1101, 'E'), (1486, 'B'), (1735, 'C'), (771, 'A'), (1365, 'B'), (1800, 'E1'), (39, 'J'), (1560, 'D'), (1733, 'C'), (1454, 'D'), (1165, 'C'), (1102, 'D'), (1627, 'C'), (1682, 'C'), (1676, 'H2'), (1675, 'E'), (1649, 'B'), (1676, 'H1'), (1365, 'C'), (192, 'A'), (1490, 'E'), (1697, 'C'), (1690, 'E'), (977, 'E'), (1249, 'C2'), (1733, 'D1'), (1750, 'C'), (982, 'C'), (1669, 'H'), (821, 'C'), (1644, 'C'), (1516, 'B'), (1844, 'C'), (1661, 'B'), (1076, 'C'), (1420, 'C1'), (550, 'A'), (1760, 'F'), (1621, 'B'), (1462, 'E1'), (1646, 'C'), (1409, 'D'), (1368, 'B'), (1617, 'C'), (4, 'C'), (1203, 'E'), (1738, 'C'), (1106, 'B'), (893, 'C'), (855, 'B'), (459, 'B'), (978, 'F'), (276, 'B'), (978, 'E'), (91, 'B'), (1736, 'C1'), (1795, 'C'), (977, 'D'), (1360, 'D'), (1426, 'D'), (1133, 'D'), (1157, 'C1'), (1352, 'F'), (1304, 'C'), (1372, 'C'), (276, 'C'), (1176, 'C'), (1769, 'C2'), (1624, 'D'), (1416, 'A'), (264, 'B'), (1612, 'C'), (805, 'D'), (1256, 'D'), (1746, 'C'), (234, 'C'), (1823, 'C'), (1005, 'D'), (1867, 'C'), (1585, 'C'), (25, 'A'), (1651, 'C'), (489, 'C'), (1706, 'C'), (104, 'C'), (1389, 'C'), (1400, 'C'), (150, 'A'), (1490, 'F'), (676, 'C'), (451, 'B'), (332, 'B'), (26, 'B'), (1800, 'E2'), (1324, 'D'), (1574, 'C'), (1719, 'C'), (1391, 'C'), (1864, 'C'), (978, 'D'), (1615, 'B'), (1213, 'D1'), (475, 'B'), (1703, 'F'), (1296, 'C'), (1102, 'B'), (1283, 'C'), (1668, 'C'), (17, 'B'), (1285, 'C'), (189, 'A'), (1872, 'E'), (1538, 'C'), (2, 'A'), (600, 'B'), (1721, 'C'), (1742, 'G'), (1842, 'C'), (1618, 'D'), (1419, 'C'), (1870, 'C'), (1676, 'F'), (479, 'C'), (19, 'A'), (1119, 'B'), (1234, 'C'), (611, 'C'), (545, 'C'), (1183, 'C'), (1366, 'C'), (1675, 'D'), (1804, 'C'), (1741, 'D'), (1326, 'C'), (1551, 'B2'), (1381, 'A1'), (296, 'C'), (1119, 'C'), (1506, 'E'), (1647, 'C')}",265
dreamy_jasper,2086.0,Yes,"{(1735, 'C'), (1768, 'C'), (1854, 'A1'), (1767, 'D'), (1766, 'C'), (1733, 'C'), (1746, 'C'), (1869, 'C'), (1867, 'C'), (1737, 'C'), (1774, 'B'), (1794, 'C'), (1837, 'D'), (1740, 'D'), (1733, 'D1'), (1750, 'C'), (1717, 'C'), (1816, 'C'), (1774, 'C'), (1866, 'B'), (1809, 'C'), (1831, 'C'), (1863, 'D'), (1872, 'E'), (1721, 'C'), (1771, 'B'), (1879, 'C'), (1758, 'C'), (1870, 'C'), (1732, 'D1'), (1738, 'C'), (1775, 'B'), (1740, 'C'), (1737, 'B')}",34
Iamjuruo,2079.0,Yes,"{(1817, 'A'), (1824, 'A'), (1790, 'E'), (1820, 'C'), (1789, 'C')}",5
unordered_map,2212.0,Yes,"{(1521, 'B'), (1854, 'A1'), (1605, 'C'), (1638, 'C'), (1627, 'C'), (1616, 'C'), (1706, 'C'), (1559, 'D1'), (1526, 'C1'), (1753, 'A2'), (1650, 'D'), (1538, 'F'), (1750, 'C'), (1631, 'C'), (1629, 'C'), (1710, 'A'), (1864, 'C'), (1644, 'C'), (1615, 'B'), (1569, 'C'), (1844, 'C'), (1863, 'D'), (1538, 'C'), (1621, 'B'), (1842, 'C'), (1868, 'A'), (1606, 'C'), (1520, 'E'), (1634, 'B'), (1526, 'B'), (1535, 'C'), (1844, 'D'), (1830, 'A'), (1627, 'B'), (1753, 'A1'), (1546, 'C')}",36
The_thought_of_fallout,2202.0,Yes,"{(1753, 'A2'), (1705, 'C'), (1817, 'A'), (1629, 'C'), (1746, 'C'), (1654, 'C'), (1649, 'B'), (1830, 'A'), (1649, 'C'), (1638, 'C'), (1753, 'A1'), (1738, 'C'), (1761, 'C')}",13
